,0,1,2,3,4,5,6
39,A905851394,Q4B104E1,32,Monday,Afternoon,02:00,14
40,A905851408,V13119E1,32,Monday,Afternoon,02:00,20
41,A905947273,V73232E1,25,Friday,Morning,03:00,29
42,A905947273,V73MD1E1,9,Friday,Evening,01:30,29
43,A905947310,V73232E1,25,Friday,Morning,03:00,29
44,A905947446,R13009E1,7,Friday,Morning,01:30,6
45,A905947446,R23102E1,11,Saturday,Afternoon,02:00,18
46,A905947446,R23107E1,7,Friday,Morning,01:30,12
47,A905947446,R23111E1,31,Monday,Morning,01:30,22
48,A905947446,R23209E1,18,Tuesday,Evening,01:30,17
49,A905947480,V72AINE1,36,Tuesday,Evening,01:30,33
50,A905947480,V73232E1,25,Friday,Morning,03:00,29
51,A905947480,V73MD1E1,9,Friday,Evening,01:30,29
52,A913122273,R23104E1,19,Wednesday,Morning,02:00,32
53,A913122273,R23107E1,7,Friday,Morning,01:30,12
54,A913122273,R23111E1,31,Monday,Morning,01:30,22
55,A913122273,V83123E1,1,Wednesday,Morning,01:30,20
56,A913122273,V83138E1,27,Friday,Evening,01:30,11
57,A913203745,R13001E1,30,Saturday,Evening,01:30,36
58,A913203745,R13016E1,5,Thursday,Afternoon,02:00,19
59,A913203745,R13021E1,16,Tuesday,Morning,01:30,26
60,A913203745,R13023E1,32,Monday,Afternoon,01:30,14
61,A913232907,R13003E1,17,Tuesday,Afternoon,01:30,28
62,A913232907,R13021E1,16,Tuesday,Morning,01:30,26
63,A913232907,R43204E1,31,Monday,Morning,01:45,15
64,A913354634,R13003E1,17,Tuesday,Afternoon,01:30,28
65,A913354634,R13016E1,5,Thursday,Afternoon,02:00,19
66,A913354634,R4B107E1,30,Saturday,Evening,01:30,11
67,A913356122,R23102E1,11,Saturday,Afternoon,02:00,18
68,A913356122,R23111E1,31,Monday,Morning,01:30,22
69,A913356122,R23117E1,24,Thursday,Evening,01:30,24
70,A913356122,R23209E1,18,Tuesday,Evening,01:30,17
71,A913360369,R13011E1,7,Friday,Morning,02:00,21
72,A913360369,R13021E1,16,Tuesday,Morning,01:30,26
73,A913360369,R13023E1,32,Monday,Afternoon,01:30,14
74,A913360369,R23104E1,19,Wednesday,Morning,02:00,32
75,A913360369,R23117E1,24,Thursday,Evening,01:30,24
76,A913455344,R13005E1,26,Friday,Afternoon,01:30,27
77,A913455344,R13011E1,7,Friday,Morning,02:00,21
78,A913455344,R43204E1,31,Monday,Morning,01:45,15
79,A913498824,R13001E1,30,Saturday,Evening,01:30,36
80,A913498824,R13012E1,3,Wednesday,Evening,01:30,26
81,A913498824,R13016E1,5,Thursday,Afternoon,02:00,19
82,A913498824,R13021E1,16,Tuesday,Morning,01:30,26
83,A913498824,R13022E1,9,Friday,Evening,01:30,19
84,A913543076,R13001E1,30,Saturday,Evening,01:30,36
85,A913543076,R13003E1,17,Tuesday,Afternoon,01:30,28
86,A913543076,R13012E1,3,Wednesday,Evening,01:30,26
87,A913543076,R13021E1,16,Tuesday,Morning,01:30,26
88,A913564392,R13005E1,26,Friday,Afternoon,01:30,27
89,A913564392,R13022E1,9,Friday,Evening,01:30,19
90,A913564392,R43152E1,7,Friday,Morning,02:00,4
91,A913568149,Q83142E1,28,Saturday,Morning,02:00,13
92,A913568149,Q8B094E1,16,Tuesday,Morning,02:00,42
93,A913568149,V6B336E1,16,Tuesday,Morning,01:30,24
94,A913569009,R13022E1,9,Friday,Evening,01:30,19
95,A913569009,R83038E1,10,Saturday,Morning,02:00,32
96,A913569009,R83043E1,16,Tuesday,Morning,02:00,25
97,A913569009,R83052E1,9,Friday,Evening,01:00,23
98,A913759105,R13022E1,9,Friday,Evening,01:30,19
99,A913759105,R13023E1,32,Monday,Afternoon,01:30,14
100,A913759105,R83038E1,10,Saturday,Morning,02:00,32
101,A913759105,R83043E1,16,Tuesday,Morning,02:00,25
102,A913759105,R83052E1,9,Friday,Evening,01:00,23
103,A913765265,R13003E1,17,Tuesday,Afternoon,01:30,28
104,A913765265,R13011E1,7,Friday,Morning,02:00,21
105,A913765265,R83038E1,10,Saturday,Morning,02:00,32
106,A913765265,R83044E1,22,Thursday,Morning,02:00,9
107,A913765265,R83052E1,9,Friday,Evening,01:00,23
108,A913841215,R13001E1,30,Saturday,Evening,01:30,36
109,A913841215,R13012E1,3,Wednesday,Evening,01:30,26
110,A913841215,R13015E1,1,Wednesday,Morning,02:00,9
111,A913841215,R13016E1,5,Thursday,Afternoon,02:00,19
112,A914123099,V13105E1,19,Wednesday,Morning,01:30,8
113,A914123099,V13111E1,29,Saturday,Afternoon,01:00,13
114,A914247096,LK10SAE1,26,Friday,Afternoon,01:00,74
115,A914247096,R23102E1,11,Saturday,Afternoon,02:00,18
116,A914247096,R23111E1,31,Monday,Morning,01:30,22
117,A914247096,R23209E1,18,Tuesday,Evening,01:30,17
118,A914247096,R23216E1,11,Saturday,Afternoon,01:30,11
119,A914329185,R13003E1,17,Tuesday,Afternoon,01:30,28
120,A914329185,R13011E1,7,Friday,Morning,02:00,21
121,A914329185,R43204E1,31,Monday,Morning,01:45,15
122,A914581118,AA3008E1,4,Thursday,Morning,03:00,31
123,A914581118,R43153E1,35,Tuesday,Afternoon,02:00,2
124,A914581118,R43204E1,31,Monday,Morning,01:45,15
125,A914722179,R82028E1,6,Thursday,Evening,01:30,10
126,A914722179,R83036E1,29,Saturday,Afternoon,03:00,12
127,A914722179,R83038E1,10,Saturday,Morning,02:00,32
128,A914722179,R83043E1,16,Tuesday,Morning,02:00,25
129,A914722179,R83046E1,2,Wednesday,Afternoon,01:30,18
130,A914722179,R83052E1,9,Friday,Evening,01:00,23
131,A914812735,R23102E1,11,Saturday,Afternoon,02:00,18
132,A914812735,R23107E1,7,Friday,Morning,01:30,12
133,A914812735,R23117E1,24,Thursday,Evening,01:30,24
134,A914812735,R23209E1,18,Tuesday,Evening,01:30,17
135,A914812735,R42103E1,18,Tuesday,Evening,01:30,36
136,A915104002,R83038E1,10,Saturday,Morning,02:00,32
137,A915104002,R83043E1,16,Tuesday,Morning,02:00,25
138,A915104002,R83046E1,2,Wednesday,Afternoon,01:30,18
139,A916010131,R13001E1,30,Saturday,Evening,01:30,36
140,A916010131,R13003E1,17,Tuesday,Afternoon,01:30,28
141,A916010131,R13005E1,26,Friday,Afternoon,01:30,27
142,A916010131,R13014E1,24,Thursday,Evening,01:30,11
143,A916010131,R13022E1,9,Friday,Evening,01:30,19
144,A916010429,R13017E1,10,Saturday,Morning,02:00,11
145,A916010429,R83038E1,10,Saturday,Morning,02:00,32
146,A916010429,R83043E1,16,Tuesday,Morning,02:00,25
147,A916010429,R83046E1,2,Wednesday,Afternoon,01:30,18
148,A916035916,R82028E1,6,Thursday,Evening,01:30,10
149,A916035916,R83036E1,29,Saturday,Afternoon,03:00,12
150,A916035916,R83038E1,10,Saturday,Morning,02:00,32
151,A916035916,R83051E1,9,Friday,Evening,01:00,11
152,A916035916,R83052E1,9,Friday,Evening,01:00,23
153,A916037161,R13005E1,26,Friday,Afternoon,01:30,27
154,A916037161,R13044E1,26,Friday,Afternoon,02:00,6
155,A916037161,R83038E1,10,Saturday,Morning,02:00,32
156,A916037161,R83043E1,16,Tuesday,Morning,02:00,25
157,A916037161,R83051E1,9,Friday,Evening,01:00,11
158,A916037437,R13012E1,3,Wednesday,Evening,01:30,26
159,A916037437,R13022E1,9,Friday,Evening,01:30,19
160,A916037437,R23009E1,6,Thursday,Evening,01:30,10
161,A916037437,R23104E1,19,Wednesday,Morning,02:00,32
162,A916037437,R23209E1,18,Tuesday,Evening,01:30,17
163,A916045878,R13003E1,17,Tuesday,Afternoon,01:30,28
164,A916045878,R13016E1,5,Thursday,Afternoon,02:00,19
165,A916045878,R23104E1,19,Wednesday,Morning,02:00,32
166,A916045878,R23105E1,32,Monday,Afternoon,01:30,7
167,A916045878,R23106E1,25,Friday,Morning,01:30,7
168,A916048581,R23102E1,11,Saturday,Afternoon,02:00,18
169,A916048581,R23105E1,32,Monday,Afternoon,01:30,7
170,A916048581,R23106E1,25,Friday,Morning,01:30,7
171,A916048581,R23111E1,31,Monday,Morning,01:30,22
172,A916055394,R13022E1,9,Friday,Evening,01:30,19
173,A916064813,R23102E1,11,Saturday,Afternoon,02:00,18
174,A916064813,R23111E1,31,Monday,Morning,01:30,22
175,A916064813,R23117E1,24,Thursday,Evening,01:30,24
176,A916064813,R23209E1,18,Tuesday,Evening,01:30,17
177,A916064813,R23216E1,11,Saturday,Afternoon,01:30,11
178,A916075004,R13001E1,30,Saturday,Evening,01:30,36
179,A916075004,R13007E1,29,Saturday,Afternoon,02:00,20
180,A916075004,R13015E1,1,Wednesday,Morning,02:00,9
181,A916075004,R13017E1,10,Saturday,Morning,02:00,11
182,A916075004,R13021E1,16,Tuesday,Morning,01:30,26
183,A916084626,R13011E1,7,Friday,Morning,02:00,21
184,A916084626,R13016E1,5,Thursday,Afternoon,02:00,19
185,A916084626,R13023E1,32,Monday,Afternoon,01:30,14
186,A916085999,R13001E1,30,Saturday,Evening,01:30,36
187,A916085999,R13005E1,26,Friday,Afternoon,01:30,27
188,A916085999,R13007E1,29,Saturday,Afternoon,02:00,20
189,A916085999,R13014E1,24,Thursday,Evening,01:30,11
190,A916085999,R13016E1,5,Thursday,Afternoon,02:00,19
191,A916094360,R13011E1,7,Friday,Morning,02:00,21
192,A916094360,R13016E1,5,Thursday,Afternoon,02:00,19
193,A916094360,R43204E1,31,Monday,Morning,01:45,15
194,A916094360,R4B107E1,30,Saturday,Evening,01:30,11
195,A916124911,R13001E1,30,Saturday,Evening,01:30,36
196,A916124911,R13003E1,17,Tuesday,Afternoon,01:30,28
197,A916124911,R13005E1,26,Friday,Afternoon,01:30,27
198,A916124911,R13021E1,16,Tuesday,Morning,01:30,26
199,A916129891,R13014E1,24,Thursday,Evening,01:30,11
200,A916129891,R13023E1,32,Monday,Afternoon,01:30,14
201,A916129891,R83038E1,10,Saturday,Morning,02:00,32
202,A916129891,R83044E1,22,Thursday,Morning,02:00,9
203,A916129891,R83052E1,9,Friday,Evening,01:00,23
204,A916131997,M12365E1,5,Thursday,Afternoon,02:00,41
205,A916131997,M1B351E1,19,Wednesday,Morning,01:30,11
206,A916131997,R13012E1,3,Wednesday,Evening,01:30,26
207,A916148641,R13044E1,26,Friday,Afternoon,02:00,6
208,A916148641,R23104E1,19,Wednesday,Morning,02:00,32
209,A916148641,R23106E1,25,Friday,Morning,01:30,7
210,A916153531,R13021E1,16,Tuesday,Morning,01:30,26
211,A916153531,R43149E1,2,Wednesday,Afternoon,02:00,8
212,A916154413,R23104E1,19,Wednesday,Morning,02:00,32
213,A916154413,R23209E1,18,Tuesday,Evening,01:30,17
214,A916154413,V13163E1,2,Wednesday,Afternoon,02:00,3
215,A916163264,R13007E1,29,Saturday,Afternoon,02:00,20
216,A916163264,R23104E1,19,Wednesday,Morning,02:00,32
217,A916163264,R23105E1,32,Monday,Afternoon,01:30,7
218,A916163264,R23106E1,25,Friday,Morning,01:30,7
219,A916183837,R13015E1,1,Wednesday,Morning,02:00,9
220,A916183837,R43204E1,31,Monday,Morning,01:45,15
221,A916192666,R13007E1,29,Saturday,Afternoon,02:00,20
222,A916192666,R13022E1,9,Friday,Evening,01:30,19
223,A916192666,R4B107E1,30,Saturday,Evening,01:30,11
224,A916193113,R13012E1,3,Wednesday,Evening,01:30,26
225,A916193113,V13173E1,35,Tuesday,Afternoon,02:00,4
226,A916193113,V13214E1,2,Wednesday,Afternoon,02:00,16
227,A916194408,V6B302E1,29,Saturday,Afternoon,01:30,43
228,A916194408,V6B306E1,13,Monday,Morning,01:30,16
229,A916194408,V6B307E1,22,Thursday,Morning,01:30,15
230,A916194408,V6B308E1,18,Tuesday,Evening,01:30,18
231,A916206620,L3B049E1,15,Monday,Evening,01:30,35
232,A916206620,Q33211E1,3,Wednesday,Evening,01:30,56
233,A916206620,Q33307E1,20,Wednesday,Afternoon,02:00,51
234,A916206620,Q33308E1,7,Friday,Morning,03:00,48
235,A916206620,Q81001E1,4,Thursday,Morning,02:00,100
236,A916214865,R13021E1,16,Tuesday,Morning,01:30,26
237,A916214865,V43117E1,7,Friday,Morning,02:00,6
238,A916214865,V43124E1,10,Saturday,Morning,02:00,28
239,A916214865,V43133E1,4,Thursday,Morning,01:00,22
240,A916214865,V43239E1,22,Thursday,Morning,01:00,17
241,A916215183,R23102E1,11,Saturday,Afternoon,02:00,18
242,A916215183,R23111E1,31,Monday,Morning,01:30,22
243,A916215183,R23117E1,24,Thursday,Evening,01:30,24
244,A916215183,R23216E1,11,Saturday,Afternoon,01:30,11
245,A916215529,R13003E1,17,Tuesday,Afternoon,01:30,28
246,A916215529,R13021E1,16,Tuesday,Morning,01:30,26
247,A916215529,R23009E1,6,Thursday,Evening,01:30,10
248,A916215529,R23104E1,19,Wednesday,Morning,02:00,32
249,A916215529,R23117E1,24,Thursday,Evening,01:30,24
250,A916228127,R13012E1,3,Wednesday,Evening,01:30,26
251,A916228127,R13021E1,16,Tuesday,Morning,01:30,26
252,A916228127,R43149E1,2,Wednesday,Afternoon,02:00,8
253,A916228127,R43204E1,31,Monday,Morning,01:45,15
254,A916229157,V6B306E1,13,Monday,Morning,01:30,16
255,A916229157,V6B307E1,22,Thursday,Morning,01:30,15
256,A916229157,V6B333E1,13,Monday,Morning,01:30,5
257,A916233707,Q13013E1,7,Friday,Morning,01:30,1
258,A916233707,Q13017E1,1,Wednesday,Morning,01:30,2
259,A916233707,R13003E1,17,Tuesday,Afternoon,01:30,28
260,A916233707,R13011E1,7,Friday,Morning,02:00,21
261,A916239983,Q82028E1,1,Wednesday,Morning,01:30,6
262,A916239983,Q83144E1,25,Friday,Morning,01:00,6
263,A916240440,R13001E1,30,Saturday,Evening,01:30,36
264,A916240440,R13003E1,17,Tuesday,Afternoon,01:30,28
265,A916240440,R13005E1,26,Friday,Afternoon,01:30,27
266,A916240440,R13011E1,7,Friday,Morning,02:00,21
267,A916240440,R13044E1,26,Friday,Afternoon,02:00,6
268,A916242916,R13001E1,30,Saturday,Evening,01:30,36
269,A916242916,R13007E1,29,Saturday,Afternoon,02:00,20
270,A916242916,R13011E1,7,Friday,Morning,02:00,21
271,A916242916,R13021E1,16,Tuesday,Morning,01:30,26
272,A916243843,M13369E1,28,Saturday,Morning,02:00,41
273,A916243843,M1B373E1,19,Wednesday,Morning,02:00,34
274,A916243843,R23104E1,19,Wednesday,Morning,02:00,32
275,A916243843,R23111E1,31,Monday,Morning,01:30,22
276,A916243843,R23216E1,11,Saturday,Afternoon,01:30,11
277,A916248103,R23104E1,19,Wednesday,Morning,02:00,32
278,A916248103,R23107E1,7,Friday,Morning,01:30,12
279,A916248103,R23117E1,24,Thursday,Evening,01:30,24
280,A916248103,R23216E1,11,Saturday,Afternoon,01:30,11
281,A916248561,Q4B104E1,32,Monday,Afternoon,02:00,14
282,A916259899,LK10IAE1,34,Tuesday,Morning,01:00,53
283,A916259899,R13011E1,7,Friday,Morning,02:00,21
284,A916259899,R43204E1,31,Monday,Morning,01:45,15
285,A916269681,R13012E1,3,Wednesday,Evening,01:30,26
286,A916269681,R23009E1,6,Thursday,Evening,01:30,10
287,A916269681,R23104E1,19,Wednesday,Morning,02:00,32
288,A916269681,R23117E1,24,Thursday,Evening,01:30,24
289,A916282325,Q33211E1,3,Wednesday,Evening,01:30,56
290,A916282325,Q3A307E1,26,Friday,Afternoon,02:00,26
291,A916282325,Q3A308E1,16,Tuesday,Morning,03:00,26
292,A916283322,R13044E1,26,Friday,Afternoon,02:00,6
293,A916283322,R13101E1,4,Thursday,Morning,02:00,2
294,A916283322,R43146E1,19,Wednesday,Morning,02:00,4
295,A916283322,R43149E1,2,Wednesday,Afternoon,02:00,8
296,A916288062,R13007E1,29,Saturday,Afternoon,02:00,20
297,A916288062,R13011E1,7,Friday,Morning,02:00,21
298,A916288062,R43146E1,19,Wednesday,Morning,02:00,4
299,A916289955,AAA024E1,35,Tuesday,Afternoon,01:30,31
300,A916289955,R23104E1,19,Wednesday,Morning,02:00,32
301,A916289955,R23117E1,24,Thursday,Evening,01:30,24
302,A916289955,R23216E1,11,Saturday,Afternoon,01:30,11
303,A916289955,R83038E1,10,Saturday,Morning,02:00,32
304,A916289955,R83043E1,16,Tuesday,Morning,02:00,25
305,A916307019,R13003E1,17,Tuesday,Afternoon,01:30,28
306,A916307019,R13007E1,29,Saturday,Afternoon,02:00,20
307,A916307019,R13009E1,7,Friday,Morning,01:30,6
308,A916307019,R23104E1,19,Wednesday,Morning,02:00,32
309,A916307019,R23117E1,24,Thursday,Evening,01:30,24
310,A916307064,R13012E1,3,Wednesday,Evening,01:30,26
311,A916307064,R83038E1,10,Saturday,Morning,02:00,32
312,A916307064,R83043E1,16,Tuesday,Morning,02:00,25
313,A916307064,R83052E1,9,Friday,Evening,01:00,23
314,A916322595,Q83142E1,28,Saturday,Morning,02:00,13
315,A916322595,Q8B063E1,2,Wednesday,Afternoon,02:00,40
316,A916322595,Q8B094E1,16,Tuesday,Morning,02:00,42
317,A916347358,R13001E1,30,Saturday,Evening,01:30,36
318,A916347358,R13003E1,17,Tuesday,Afternoon,01:30,28
319,A916347358,R13012E1,3,Wednesday,Evening,01:30,26
320,A916347358,R13021E1,16,Tuesday,Morning,01:30,26
321,A916347358,R13023E1,32,Monday,Afternoon,01:30,14
322,A916350990,R83036E1,29,Saturday,Afternoon,03:00,12
323,A916350990,R83038E1,10,Saturday,Morning,02:00,32
324,A916350990,R83043E1,16,Tuesday,Morning,02:00,25
325,A916350990,R83046E1,2,Wednesday,Afternoon,01:30,18
326,A916350990,R83052E1,9,Friday,Evening,01:00,23
327,A916355962,R23104E1,19,Wednesday,Morning,02:00,32
328,A916355962,R23111E1,31,Monday,Morning,01:30,22
329,A916355962,V13119E1,32,Monday,Afternoon,02:00,20
330,A916355962,V13177E1,4,Thursday,Morning,02:00,10
331,A916360450,R13003E1,17,Tuesday,Afternoon,01:30,28
332,A916360450,R13011E1,7,Friday,Morning,02:00,21
333,A916360450,R13023E1,32,Monday,Afternoon,01:30,14
334,A916360450,R23104E1,19,Wednesday,Morning,02:00,32
335,A916360450,R23117E1,24,Thursday,Evening,01:30,24
336,A916360999,AAA011E1,15,Monday,Evening,01:30,14
337,A916360999,R13007E1,29,Saturday,Afternoon,02:00,20
338,A916360999,R13017E1,10,Saturday,Morning,02:00,11
339,A916360999,R23104E1,19,Wednesday,Morning,02:00,32
340,A916360999,R23111E1,31,Monday,Morning,01:30,22
341,A916367183,R13017E1,10,Saturday,Morning,02:00,11
342,A916367183,V13119E1,32,Monday,Afternoon,02:00,20
343,A916367183,V13169E1,31,Monday,Morning,02:00,8
344,A916374583,R13006E1,31,Monday,Morning,02:00,12
345,A916374583,R83036E1,29,Saturday,Afternoon,03:00,12
346,A916374583,R83038E1,10,Saturday,Morning,02:00,32
347,A916374583,R83043E1,16,Tuesday,Morning,02:00,25
348,A916374583,R83052E1,9,Friday,Evening,01:00,23
349,A916379968,R83036E1,29,Saturday,Afternoon,03:00,12
350,A916379968,R83043E1,16,Tuesday,Morning,02:00,25
351,A916379968,R83044E1,22,Thursday,Morning,02:00,9
352,A916379968,R83052E1,9,Friday,Evening,01:00,23
353,A916400491,M12365E1,5,Thursday,Afternoon,02:00,41
354,A916400491,M1B351E1,19,Wednesday,Morning,01:30,11
355,A916400491,R13012E1,3,Wednesday,Evening,01:30,26
356,A916400491,R23009E1,6,Thursday,Evening,01:30,10
357,A916400491,R23104E1,19,Wednesday,Morning,02:00,32
358,A916401627,R13005E1,26,Friday,Afternoon,01:30,27
359,A916401627,R13014E1,24,Thursday,Evening,01:30,11
360,A916401627,R43152E1,7,Friday,Morning,02:00,4
361,A916401627,R43204E1,31,Monday,Morning,01:45,15
362,A916408567,N1A104E1,4,Thursday,Morning,01:30,62
363,A916408567,R83038E1,10,Saturday,Morning,02:00,32
364,A916408567,R83043E1,16,Tuesday,Morning,02:00,25
365,A916408567,R83046E1,2,Wednesday,Afternoon,01:30,18
366,A916408567,R83051E1,9,Friday,Evening,01:00,11
367,A916408567,R83052E1,9,Friday,Evening,01:00,23
368,A916423663,R13006E1,31,Monday,Morning,02:00,12
369,A916423663,R13009E1,7,Friday,Morning,01:30,6
370,A916423663,R23104E1,19,Wednesday,Morning,02:00,32
371,A916423663,R23107E1,7,Friday,Morning,01:30,12
372,A916439398,R23104E1,19,Wednesday,Morning,02:00,32
373,A916439398,R23117E1,24,Thursday,Evening,01:30,24
374,A916439398,R23209E1,18,Tuesday,Evening,01:30,17
375,A916439398,R43152E1,7,Friday,Morning,02:00,4
376,A916456797,H7CHCME1,26,Friday,Afternoon,02:00,25
377,A916456797,R13001E1,30,Saturday,Evening,01:30,36
378,A916456797,R13011E1,7,Friday,Morning,02:00,21
379,A916456797,R13012E1,3,Wednesday,Evening,01:30,26
380,A916456797,R13016E1,5,Thursday,Afternoon,02:00,19
381,A916463533,R13012E1,3,Wednesday,Evening,01:30,26
382,A916463533,R13016E1,5,Thursday,Afternoon,02:00,19
383,A916463533,R43149E1,2,Wednesday,Afternoon,02:00,8
384,A916463533,R43204E1,31,Monday,Morning,01:45,15
385,A916482176,R13001E1,30,Saturday,Evening,01:30,36
386,A916482176,R13005E1,26,Friday,Afternoon,01:30,27
387,A916482176,R13021E1,16,Tuesday,Morning,01:30,26
388,A916482176,R13023E1,32,Monday,Afternoon,01:30,14
389,A916486037,R13001E1,30,Saturday,Evening,01:30,36
390,A916486037,R13006E1,31,Monday,Morning,02:00,12
391,A916486037,R13015E1,1,Wednesday,Morning,02:00,9
392,A916486037,R13016E1,5,Thursday,Afternoon,02:00,19
393,A916486037,R13017E1,10,Saturday,Morning,02:00,11
394,A916487883,R83038E1,10,Saturday,Morning,02:00,32
395,A916487883,R83044E1,22,Thursday,Morning,02:00,9
396,A916487883,R83046E1,2,Wednesday,Afternoon,01:30,18
397,A916487883,V13177E1,4,Thursday,Morning,02:00,10
398,A916497309,R13001E1,30,Saturday,Evening,01:30,36
399,A916497309,R13006E1,31,Monday,Morning,02:00,12
400,A916497309,R13017E1,10,Saturday,Morning,02:00,11
401,A916497309,R13023E1,32,Monday,Afternoon,01:30,14
402,A916501961,R13001E1,30,Saturday,Evening,01:30,36
403,A916501961,R13003E1,17,Tuesday,Afternoon,01:30,28
404,A916501961,R13007E1,29,Saturday,Afternoon,02:00,20
405,A916501961,R13011E1,7,Friday,Morning,02:00,21
406,A916501961,R13023E1,32,Monday,Afternoon,01:30,14
407,A916502555,R13007E1,29,Saturday,Afternoon,02:00,20
408,A916502555,R13021E1,16,Tuesday,Morning,01:30,26
409,A916502555,R83036E1,29,Saturday,Afternoon,03:00,12
410,A916502555,R83038E1,10,Saturday,Morning,02:00,32
411,A916502555,R83046E1,2,Wednesday,Afternoon,01:30,18
412,A916506298,R13012E1,3,Wednesday,Evening,01:30,26
413,A916506298,R23009E1,6,Thursday,Evening,01:30,10
414,A916506298,R23104E1,19,Wednesday,Morning,02:00,32
415,A916506298,R23107E1,7,Friday,Morning,01:30,12
416,A916508281,M12365E1,5,Thursday,Afternoon,02:00,41
417,A916508281,M1B351E1,19,Wednesday,Morning,01:30,11
418,A916508281,R13012E1,3,Wednesday,Evening,01:30,26
419,A916508281,R23009E1,6,Thursday,Evening,01:30,10
420,A916508281,R23104E1,19,Wednesday,Morning,02:00,32
421,A916526171,R13007E1,29,Saturday,Afternoon,02:00,20
422,A916536103,R13001E1,30,Saturday,Evening,01:30,36
423,A916536103,R13005E1,26,Friday,Afternoon,01:30,27
424,A916536103,R13014E1,24,Thursday,Evening,01:30,11
425,A916536103,R13015E1,1,Wednesday,Morning,02:00,9
426,A916540454,R83036E1,29,Saturday,Afternoon,03:00,12
427,A916540454,R83038E1,10,Saturday,Morning,02:00,32
428,A916540454,R83043E1,16,Tuesday,Morning,02:00,25
429,A916540454,R83044E1,22,Thursday,Morning,02:00,9
430,A916540454,R83046E1,2,Wednesday,Afternoon,01:30,18
431,A916540454,R83051E1,9,Friday,Evening,01:00,11
432,A916544681,R13022E1,9,Friday,Evening,01:30,19
433,A916544681,R83036E1,29,Saturday,Afternoon,03:00,12
434,A916544681,R83043E1,16,Tuesday,Morning,02:00,25
435,A916544681,R83052E1,9,Friday,Evening,01:00,23
436,A916546733,R13001E1,30,Saturday,Evening,01:30,36
437,A916546733,R13003E1,17,Tuesday,Afternoon,01:30,28
438,A916546733,R13012E1,3,Wednesday,Evening,01:30,26
439,A916546733,R13017E1,10,Saturday,Morning,02:00,11
440,A916546733,R13022E1,9,Friday,Evening,01:30,19
441,A916550132,R23102E1,11,Saturday,Afternoon,02:00,18
442,A916550132,R23111E1,31,Monday,Morning,01:30,22
443,A916550132,R23117E1,24,Thursday,Evening,01:30,24
444,A916550132,R23209E1,18,Tuesday,Evening,01:30,17
445,A916550132,R23216E1,11,Saturday,Afternoon,01:30,11
446,A916554783,R23102E1,11,Saturday,Afternoon,02:00,18
447,A916554783,R23111E1,31,Monday,Morning,01:30,22
448,A916554783,R23117E1,24,Thursday,Evening,01:30,24
449,A916554783,V12131E1,36,Tuesday,Evening,01:30,21
450,A916569813,R23102E1,11,Saturday,Afternoon,02:00,18
451,A916569813,R23105E1,32,Monday,Afternoon,01:30,7
452,A916569813,R23106E1,25,Friday,Morning,01:30,7
453,A916569813,R23111E1,31,Monday,Morning,01:30,22
