,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity,special_requirement
210,G13MM2E1,26,Friday,Afternoon,02:00,29,['Gilbert Scott Conf Suite Rm 253'],[40],False
211,G13PR2E1,16,Tuesday,Morning,02:00,7,['John McIntyre Rm 201'],[100],False
212,G13QT1E1,10,Saturday,Morning,02:00,31,['WILTF'],[60],False
213,G13RE1E1,16,Tuesday,Morning,02:00,7,['WILT 112'],[50],False
214,G13RE2E1,1,Wednesday,Morning,02:00,34,['John McIntyre Rm 201'],[100],False
215,G13SP2E1,23,Thursday,Afternoon,02:00,23,['Kelvin Hall'],[500],False
216,G13ST3E1,4,Thursday,Morning,02:00,16,['Kelvin Gallery'],[230],False
217,G13ST6E1,8,Friday,Afternoon,02:00,39,['Kelvin Gallery'],[230],False
218,G51DSDE1,1,Wednesday,Morning,01:45,55,['OTC'],[110],False
219,G51HOCE1,5,Thursday,Afternoon,02:00,28,['St Andrews Rm 237'],[30],False
220,G51MC1E1,11,Saturday,Afternoon,02:00,65,['Kelvin Gallery'],[230],False
221,G52ALGE1,26,Friday,Afternoon,02:00,62,['Senate'],[80],False
222,G52OBJE1,17,Tuesday,Afternoon,02:00,61,"['Fore', 'Kelvin Hall']","[64, 500]",False
223,G53FSPE1,1,Wednesday,Morning,01:45,49,['Bute'],[230],False
224,G53LCTE1,23,Thursday,Afternoon,01:45,13,['Kelvin Gallery'],[230],False
225,G53RDBE1,4,Thursday,Morning,02:00,14,['Kelvin Hall'],[500],False
226,G53VIPE1,20,Wednesday,Afternoon,01:45,25,['OTC'],[110],False
227,G5ABELE1,8,Friday,Afternoon,01:45,28,['Senate'],[80],False
228,G5BAIPE1,22,Thursday,Morning,01:45,31,['WILT 112'],[50],False
229,G5BCCNE1,19,Wednesday,Morning,02:00,81,['Bute'],[230],False
230,G5BDBSE1,10,Saturday,Morning,02:00,61,['Hunter East'],[195],False
231,G5BGRAE1,14,Monday,Afternoon,01:45,53,['Bute'],[230],False
232,G5BSBBE1,7,Friday,Morning,01:45,9,['Gilbert Scott Conf Suite Rm 251'],[15],False
233,G5P002E1,14,Monday,Afternoon,02:00,49,"['Kelvin Blg Rm 323/324', 'Fore']","[50, 64]",False
234,G5P005E1,26,Friday,Afternoon,02:00,56,['Kelvin Hall'],[500],False
235,H21B00E1,7,Friday,Morning,02:00,90,"['St Andrews Gym Hall', 'John McIntyre Rm 201']","[110, 100]",False
236,H21H01E1,23,Thursday,Afternoon,02:00,80,['Senate'],[80],False
237,H21M01E1,13,Monday,Morning,02:00,92,['Hunter East'],[195],False
238,H22C20E1,8,Friday,Afternoon,02:00,63,['Fore'],[64],False
239,H22G06E1,5,Thursday,Afternoon,02:00,9,['Joseph Black A504'],[25],False
240,H22M02E1,4,Thursday,Morning,02:00,76,['Kelvin Hall'],[500],False
241,H22S02E1,25,Friday,Morning,02:00,75,['OTC'],[110],False
242,H22V02E1,1,Wednesday,Morning,02:00,75,['Kelvin Hall'],[500],False
243,H23C20E1,20,Wednesday,Afternoon,02:00,47,['Kelvin Hall'],[500],False
244,H23CEOE1,5,Thursday,Afternoon,02:00,18,['Rankine 630'],[55],False
245,H24C20E1,14,Monday,Afternoon,02:00,15,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
246,H2CG03E1,26,Friday,Afternoon,02:00,43,['Kelvin Hall'],[500],False
247,H2CH04E1,1,Wednesday,Morning,02:00,17,['Gilbert Scott Conf Suite Rm 253'],[40],False
248,H2CH05E1,17,Tuesday,Afternoon,02:00,92,['Bute'],[230],False
249,H2CM04E1,23,Thursday,Afternoon,02:00,81,['Kelvin Hall'],[500],False
250,H2CP01E1,8,Friday,Afternoon,02:00,71,['Bute'],[230],False
251,H2CS05E1,10,Saturday,Morning,02:00,39,"['WILTF', 'St Andrews Rm 227 ']","[60, 50]",False
252,H2CS06E1,4,Thursday,Morning,02:00,50,['Bute'],[230],False
253,H2CT01E1,16,Tuesday,Morning,02:00,95,['St Andrews Gym Hall'],[110],False
254,H2CV03E1,11,Saturday,Afternoon,02:00,16,['Kelvin Blg Rm 323/324'],[50],False
255,H31BDAE1,4,Thursday,Morning,02:00,127,['Kelvin Hall'],[500],False
256,H31DM1E1,8,Friday,Afternoon,02:00,125,['Kelvin Hall'],[500],False
257,H31ENCE1,15,Monday,Evening,01:30,97,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]",False
258,H33CONE1,14,Monday,Afternoon,02:00,78,['Kelvin Gallery'],[230],False
259,H33MI2E1,7,Friday,Morning,02:00,75,['Kelvin Hall'],[500],False
260,H3AFM1E1,25,Friday,Morning,02:00,102,"['OTC', 'St Andrews Gym Hall']","[110, 110]",False
261,H3BDM3E1,17,Tuesday,Afternoon,02:00,118,['Kelvin Hall'],[500],False
262,H3BFM2E1,24,Thursday,Evening,01:00,65,['Bute'],[230],False
263,H3BFM2E2,3,Wednesday,Evening,01:00,65,"['OTC', 'James Watt Design Studio B']","[110, 69]",False
264,H3BMDYE1,11,Saturday,Afternoon,02:00,106,['Kelvin Hall'],[500],False
265,H3BMS2E1,20,Wednesday,Afternoon,02:00,124,['Bute'],[230],False
266,H3CDMSE1,20,Wednesday,Afternoon,03:00,49,"['St Andrews Gym Hall', 'Kelvin Blg Rm 323/324']","[110, 50]",False
267,H3CENIE1,22,Thursday,Morning,02:00,42,['WILTF'],[60],False
268,H3CFM3E1,17,Tuesday,Afternoon,03:00,4,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
269,H3CFRCE1,1,Wednesday,Morning,02:00,42,['Sir Charles Wilson'],[60],False
270,H3CMECE1,17,Tuesday,Afternoon,02:00,23,['Randolph'],[85],False
271,H3CNUEE1,26,Friday,Afternoon,02:00,33,['Kelvin Hall'],[500],False
272,H3CPOEE1,4,Thursday,Morning,02:00,38,['Kelvin Gallery'],[230],False
273,H3CTSEE1,5,Thursday,Afternoon,03:00,11,['Kelvin Blg Rm 220'],[50],False
274,H51100E1,17,Tuesday,Afternoon,02:00,114,['Kelvin Gallery'],[230],False
275,H51140E1,27,Friday,Evening,01:00,101,['Kelvin Hall'],[500],False
276,H51200E1,1,Wednesday,Morning,02:00,71,['Hunter East'],[195],False
277,H52110E1,14,Monday,Afternoon,02:00,90,['John McIntyre Rm 201'],[100],False
278,H53171E1,17,Tuesday,Afternoon,02:00,105,['Kelvin Hall'],[500],False
279,H5C112E1,20,Wednesday,Afternoon,02:00,26,['Kelvin Gallery'],[230],False
280,H5C113E1,5,Thursday,Afternoon,02:00,57,['Kelvin Hall'],[500],False
281,H5C142E1,8,Friday,Afternoon,02:00,31,['Gilbert Scott Conf Suite Rm 250'],[40],False
282,H61120E1,11,Saturday,Afternoon,02:00,115,['Bute'],[230],False
283,H62131E1,4,Thursday,Morning,02:00,97,['Bute'],[230],False
284,H62160E1,11,Saturday,Afternoon,02:00,99,['St Andrews Gym Hall'],[110],False
285,H63122E1,14,Monday,Afternoon,02:00,97,['Kelvin Hall'],[500],False
286,H6C133E1,20,Wednesday,Afternoon,02:00,34,['Hunter East'],[195],False
287,H6C152E1,27,Friday,Evening,01:00,44,['Kelvin Hall'],[500],False
288,H6C162E1,23,Thursday,Afternoon,02:00,60,['Fore'],[64],False
289,H6P001E1,10,Saturday,Morning,02:00,4,['Rankine 601'],[37],False
290,H6P002E1,1,Wednesday,Morning,02:00,25,['Bute'],[230],False
291,H71EMPE1,14,Monday,Afternoon,02:00,61,"['Fore', 'Kelvin Gallery']","[64, 230]",False
292,H71IWEE1,25,Friday,Morning,02:00,97,"['John McIntyre Rm 201', 'Hunter West']","[100, 195]",False
293,H71MIPE1,1,Wednesday,Morning,02:00,87,['Kelvin Hall'],[500],False
294,H71MS1E1,7,Friday,Morning,02:00,28,['Bute'],[230],False
295,H72ENTE1,13,Monday,Morning,03:00,17,['Kelvin Hall'],[500],False
296,H72IRNE1,5,Thursday,Afternoon,02:00,68,['James Watt Design Studio B'],[69],False
297,H72LOGE1,2,Wednesday,Afternoon,02:00,23,['Bute'],[230],False
298,H72NNSE1,11,Saturday,Afternoon,02:00,65,['John McIntyre Rm 201'],[100],False
299,H7ACS1E1,21,Wednesday,Evening,01:30,92,['John McIntyre Rm 201'],[100],False
300,H7BEGDE1,8,Friday,Afternoon,02:00,65,['Randolph'],[85],False
301,H7BMACE1,14,Monday,Afternoon,02:00,24,['James Watt Design Studio B'],[69],False
302,H7BMOQE1,23,Thursday,Afternoon,02:00,120,['Bute'],[230],False
303,H7CAMFE1,20,Wednesday,Afternoon,02:00,30,['St Andrews Rm 237'],[30],False
304,H7CCNGE1,11,Saturday,Afternoon,02:00,25,['Rankine 629'],[53],False
305,H7CEPDE1,1,Wednesday,Morning,02:00,21,['James Watt Design Studio B'],[69],False
306,H7CFAME1,17,Tuesday,Afternoon,02:00,43,['Rankine 629'],[53],False
307,H7CFOOE1,26,Friday,Afternoon,02:00,41,['St Andrews Gym Hall'],[110],False
308,H7CHCME1,8,Friday,Afternoon,02:00,25,['James Watt Design Studio B'],[69],False
309,H7CLASE1,10,Saturday,Morning,02:00,9,['Kelvin Blg Rm 220'],[50],False
310,H7CMSGE1,5,Thursday,Afternoon,02:00,66,['Kelvin Hall'],[500],False
311,H7CORGE1,13,Monday,Morning,02:00,22,['WILTF'],[60],False
