,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity,special_requirement
61,C71101E1,8,Friday,Afternoon,02:00,205,['Kelvin Gallery'],[230],False
62,C72303E1,10,Saturday,Morning,03:00,50,['Hunter West'],[195],False
63,C73507E1,7,Friday,Morning,03:00,40,"['Randolph', 'Gilbert Scott Conf Suite Rm 253']","[85, 40]",False
64,C81HAAE1,25,Friday,Morning,01:00,23,['Joseph Black C407 (no lift)'],[25],False
65,C81HBAE1,16,Tuesday,Morning,01:00,121,['Hunter West'],[195],False
66,C81HCAE1,7,Friday,Morning,01:00,126,['Hunter East'],[195],False
67,C81HDAE1,13,Monday,Morning,01:00,121,"['Hunter West', 'Kelvin Hall']","[195, 500]",False
68,C81IAAE1,9,Friday,Evening,01:00,67,['Senate'],[80],False
69,C81IBAE1,18,Tuesday,Evening,01:00,25,"['OTC', 'Kelvin Blg Rm 323/324']","[110, 50]",False
70,C81ICAE1,21,Wednesday,Evening,01:00,50,['Kelvin Gallery'],[230],False
71,C81IDAE1,27,Friday,Evening,01:00,54,['Kelvin Hall'],[500],False
72,C81J1AE1,9,Friday,Evening,01:00,1,['OTC'],[110],False
73,C81J1AE2,6,Thursday,Evening,01:00,1,['John McIntyre Rm 201'],[100],False
74,C81J2AE1,15,Monday,Evening,01:00,18,['James Watt Design Studio B'],[69],False
75,C81J2AE2,21,Wednesday,Evening,01:00,18,['Hunter East'],[195],False
76,C81J3AE1,27,Friday,Evening,01:00,6,['Joseph Black A504'],[25],False
77,C81J3AE2,13,Monday,Morning,01:00,6,['John McIntyre Rm 201'],[100],False
78,C81J4AE1,24,Thursday,Evening,01:00,9,"['Kelvin Blg Rm 220', 'John McIntyre Rm 201']","[50, 100]",False
79,C81J4AE2,15,Monday,Evening,01:00,9,['St Andrews Gym Hall'],[110],False
80,C81J5AE1,21,Wednesday,Evening,01:00,13,['John McIntyre Rm 201'],[100],False
81,C81J5AE2,3,Wednesday,Evening,01:00,13,['WILT 112'],[50],False
82,C81JIAE1,6,Thursday,Evening,01:00,1,['Gilbert Scott Conf Suite Rm 251'],[15],False
83,C81JIAE2,3,Wednesday,Evening,01:00,1,['Gilbert Scott Conf Suite Rm 356'],[40],False
84,C81MJAE1,24,Thursday,Evening,01:00,6,['Rankine 629'],[53],False
85,C81MSAE1,19,Wednesday,Morning,01:00,113,['Kelvin Hall'],[500],False
86,C82BCSE1,9,Friday,Evening,01:00,4,['St Andrews Rm 227 '],[50],False
87,C82BUAE1,13,Monday,Morning,02:00,97,['St Andrews Gym Hall'],[110],False
88,C82CUAE1,2,Wednesday,Afternoon,02:00,95,['Hunter East'],[195],False
89,C82DUAE1,18,Tuesday,Evening,01:00,12,['Bute'],[230],False
90,C82HUAE1,24,Thursday,Evening,01:00,12,['Bute'],[230],False
91,C82MCPE1,6,Thursday,Evening,01:00,11,['WILT 112'],[50],False
92,C82MHAE1,26,Friday,Afternoon,02:00,75,"['OTC', 'Senate', 'Kelvin Hall']","[110, 80, 500]",False
93,C82MJAE1,26,Friday,Afternoon,02:00,42,['Sir Charles Wilson'],[60],False
94,C82OUAE1,24,Thursday,Evening,01:00,3,['John McIntyre Rm 201'],[100],False
95,C82SUAE1,9,Friday,Evening,01:00,16,"['WILT 112', 'Kelvin Blg Rm 323/324']","[50, 50]",False
96,C83XWHE1,11,Saturday,Afternoon,02:00,20,['Kelvin Blg Rm 323/324'],[50],False
97,C8COUAE1,22,Thursday,Morning,02:00,37,['Kelvin Gallery'],[230],False
98,C8CXCEE1,8,Friday,Afternoon,02:00,16,['Gilbert Scott Conf Suite Rm 253'],[40],False
99,C8CXCHE1,8,Friday,Afternoon,02:00,20,['Kelvin Blg Rm 323/324'],[50],False
100,C8CXDLE1,25,Friday,Morning,02:00,5,['OTC'],[110],False
101,C8CXESE1,14,Monday,Afternoon,02:00,11,['Gilbert Scott Conf Suite Rm 253'],[40],False
102,C8CXPAE1,27,Friday,Evening,01:30,19,"['Joseph Black C407 (no lift)', 'James Watt Design Studio A']","[25, 54]",False
103,C8P001E1,8,Friday,Afternoon,03:00,22,['Kelvin Hall'],[500],False
104,C8P002E1,2,Wednesday,Afternoon,03:00,22,['OTC'],[110],False
105,D21102E1,18,Tuesday,Evening,01:00,1,['Gilbert Scott Conf Suite Rm 356'],[40],False
106,D22227E1,2,Wednesday,Afternoon,02:00,1,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
107,D23315E1,25,Friday,Morning,02:00,4,['Hunter East'],[195],False
108,D23336E1,20,Wednesday,Afternoon,02:00,7,['Bute'],[230],False
109,D23342E1,8,Friday,Afternoon,02:00,1,['St Andrews Rm 234'],[40],False
110,D23360E1,20,Wednesday,Afternoon,02:00,8,['Gilbert Scott Conf Suite Rm 250'],[40],False
111,EN00C1E1,5,Thursday,Afternoon,02:00,18,['Kelvin Hall'],[500],False
112,EN00P1E1,23,Thursday,Afternoon,02:00,21,['WILTF'],[60],False
113,EN00P3E1,2,Wednesday,Afternoon,02:00,25,['Kelvin Hall'],[500],False
114,EN00P5E1,17,Tuesday,Afternoon,02:00,26,['St Andrews Rm 227 '],[50],False
115,EN00P7E1,11,Saturday,Afternoon,02:00,22,['Gilbert Scott Conf Suite Rm 250'],[40],False
116,F11I01E1,13,Monday,Morning,01:00,109,['Kelvin Hall'],[500],False
117,F11I02E1,19,Wednesday,Morning,02:00,110,['OTC'],[110],False
118,F11O01E1,15,Monday,Evening,01:00,108,['Hunter West'],[195],False
119,F11O02E1,17,Tuesday,Afternoon,02:00,112,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]",False
120,F11P01E1,6,Thursday,Evening,01:00,88,['Kelvin Hall'],[500],False
121,F11P02E1,1,Wednesday,Morning,02:00,129,"['Kelvin Gallery', 'Bute']","[230, 230]",False
122,F12I01E1,21,Wednesday,Evening,01:00,20,['Kelvin Hall'],[500],False
123,F12I02E1,14,Monday,Afternoon,02:00,122,['Kelvin Hall'],[500],False
124,F12O01E1,7,Friday,Morning,02:00,20,"['James Watt Design Studio B', 'Fore', 'Sir Charles Wilson']","[69, 64, 60]",False
125,F12O02E1,10,Saturday,Morning,02:00,114,['Hunter East'],[195],False
126,F12P01E1,27,Friday,Evening,01:00,20,['Rankine 630'],[55],False
127,F12P02E1,7,Friday,Morning,02:00,122,"['Hunter East', 'Kelvin Hall', 'Kelvin Gallery']","[195, 500, 230]",False
128,F12P03E1,14,Monday,Afternoon,02:00,9,['St Andrews Rm 234'],[40],False
129,F12X02E1,26,Friday,Afternoon,02:00,65,['Kelvin Gallery'],[230],False
130,F12X04E1,18,Tuesday,Evening,01:30,9,"['WILT 112', 'Senate']","[50, 80]",False
131,F12X04E2,6,Thursday,Evening,01:30,9,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
132,F12X04E3,3,Wednesday,Evening,01:30,9,['Kelvin Gallery'],[230],False
133,F12X05E1,17,Tuesday,Afternoon,02:00,9,['Kelvin Hall'],[500],False
134,F13I01E1,27,Friday,Evening,01:00,30,"['Kelvin Gallery', 'Gilbert Scott Conf Suite Rm 253']","[230, 40]",False
135,F13I02E1,2,Wednesday,Afternoon,02:00,103,['Kelvin Hall'],[500],False
136,F13I03E1,3,Wednesday,Evening,01:00,15,['OTC'],[110],False
137,F13I05E1,18,Tuesday,Evening,01:00,1,['WILTF'],[60],False
138,F13I06E1,27,Friday,Evening,01:00,1,['Adam Smith 915'],[26],False
139,F13O01E1,11,Saturday,Afternoon,02:00,29,"['Gilbert Scott Conf Suite Rm 250', 'St Andrews Rm 237', 'Gilbert Scott Conf Suite Rm 355 (no lift)']","[40, 30, 30]",False
140,F13O02E1,10,Saturday,Morning,02:00,103,"['Kelvin Gallery', 'OTC']","[230, 110]",False
141,F13O03E1,13,Monday,Morning,01:00,15,['Randolph'],[85],False
142,F13O06E1,21,Wednesday,Evening,01:00,1,['Rankine 630'],[55],False
143,F13P01E1,14,Monday,Afternoon,02:00,111,['Hunter East'],[195],False
144,F13P02E1,4,Thursday,Morning,02:00,11,['Gilbert Scott Conf Suite Rm 251'],[15],False
145,F13P03E1,15,Monday,Evening,01:00,44,['WILT 112'],[50],False
146,F13P05E1,6,Thursday,Evening,01:00,8,"['St Andrews Rm 227 ', 'Gilbert Scott Conf Suite Rm 251']","[50, 15]",False
147,F13X01E1,26,Friday,Afternoon,02:00,11,['WILT 112'],[50],False
148,F13X03E1,27,Friday,Evening,01:00,18,['Gilbert Scott Conf Suite Rm 253'],[40],False
149,F13X04E1,17,Tuesday,Afternoon,02:00,86,['Kelvin Hall'],[500],False
150,F311A1E1,21,Wednesday,Evening,01:00,52,['Bute'],[230],False
151,F311B1E1,23,Thursday,Afternoon,01:00,43,['OTC'],[110],False
152,F311E1E1,15,Monday,Evening,01:00,106,['Kelvin Gallery'],[230],False
153,F311M0E1,1,Wednesday,Morning,01:00,103,"['Hunter West', 'OTC', 'Kelvin Hall']","[195, 110, 500]",False
154,F311M1E1,8,Friday,Afternoon,01:00,161,['Hunter East'],[195],False
155,F311Q1E1,3,Wednesday,Evening,01:00,157,['Bute'],[230],False
156,F311T1E1,9,Friday,Evening,01:00,175,['Kelvin Hall'],[500],False
157,F311V1E1,24,Thursday,Evening,01:00,47,"['Kelvin Gallery', 'Kelvin Blg Rm 220']","[230, 50]",False
158,F311X1E1,6,Thursday,Evening,01:00,37,['Kelvin Gallery'],[230],False
159,F311X2E1,24,Thursday,Evening,01:00,25,['Rankine 601'],[37],False
160,F311X4E1,18,Tuesday,Evening,01:00,67,['Hunter East'],[195],False
161,F311Z1E1,6,Thursday,Evening,01:00,144,"['Hunter West', 'Hunter East']","[195, 195]",False
162,F321C6E1,14,Monday,Afternoon,02:00,11,['WILTF'],[60],False
163,F321E4E1,18,Tuesday,Evening,01:00,13,['Kelvin Blg Rm 220'],[50],False
164,F321M1E1,11,Saturday,Afternoon,02:00,94,['Hunter East'],[195],False
165,F321Q2E1,1,Wednesday,Morning,02:00,98,['Kelvin Hall'],[500],False
166,F321Q6E1,26,Friday,Afternoon,02:00,18,['Joseph Black C407 (no lift)'],[25],False
167,F321Q9E1,13,Monday,Morning,02:00,9,['Kelvin Gallery'],[230],False
168,F321S6E1,23,Thursday,Afternoon,02:00,18,['St Andrews Rm 227 '],[50],False
169,F321T2E1,7,Friday,Morning,02:00,95,['Kelvin Gallery'],[230],False
170,F321T6E1,11,Saturday,Afternoon,02:00,18,['Gilbert Scott Conf Suite Rm 356'],[40],False
171,F321Z3E1,10,Saturday,Morning,02:00,106,"['Kelvin Hall', 'Bute']","[500, 230]",False
172,F331M9E1,1,Wednesday,Morning,02:00,8,['John McIntyre Rm 208'],[40],False
173,F331N3E1,7,Friday,Morning,02:00,65,['Bute'],[230],False
174,F331N6E1,23,Thursday,Afternoon,02:00,22,['James Watt Design Studio A'],[54],False
175,F331O6E1,1,Wednesday,Morning,02:00,26,"['Randolph', 'Senate']","[85, 80]",False
176,F331Q3E1,23,Thursday,Afternoon,02:00,82,['John McIntyre Rm 201'],[100],False
177,F331S2E1,11,Saturday,Afternoon,02:00,82,['Hunter West'],[195],False
178,F331S9E1,10,Saturday,Morning,02:00,22,['Bute'],[230],False
179,F331X3E1,20,Wednesday,Afternoon,02:00,14,['Bute'],[230],False
180,F331X5E1,27,Friday,Evening,01:00,5,['Rankine 630'],[55],False
181,F331Z4E1,17,Tuesday,Afternoon,02:00,66,['Randolph'],[85],False
182,F331Z8E1,5,Thursday,Afternoon,02:00,9,['St Andrews Gym Hall'],[110],False
183,F3B1B3E1,20,Wednesday,Afternoon,02:00,40,['James Watt Design Studio A'],[54],False
184,F3B1X4E1,20,Wednesday,Afternoon,02:00,78,['Kelvin Gallery'],[230],False
185,G111ACE1,8,Friday,Afternoon,02:00,34,"['Randolph', 'John McIntyre Rm 201']","[85, 100]",False
186,G111CCE1,27,Friday,Evening,01:00,59,['Fore'],[64],False
187,G111DGE1,5,Thursday,Afternoon,02:00,15,['Kelvin Gallery'],[230],False
188,G111GAE1,27,Friday,Evening,02:00,71,['Kelvin Hall'],[500],False
189,G111GBE1,11,Saturday,Afternoon,02:00,222,['Bute'],[230],False
190,G111MCE1,24,Thursday,Evening,01:30,3,['John McIntyre Rm 201'],[100],False
191,G111VAE1,20,Wednesday,Afternoon,02:00,165,['Hunter West'],[195],False
192,G111VBE1,25,Friday,Morning,02:00,24,['WILT 112'],[50],False
193,G11AS1E1,22,Thursday,Morning,02:00,69,['James Watt Design Studio B'],[69],False
194,G11MA1E1,17,Tuesday,Afternoon,03:00,172,['Kelvin Gallery'],[230],False
195,G11MA2E1,13,Monday,Morning,02:00,40,['John McIntyre Rm 208'],[40],False
196,G11PR1E1,1,Wednesday,Morning,02:00,165,['Kelvin Gallery'],[230],False
197,G12AL1E1,1,Wednesday,Morning,02:00,109,"['Kelvin Hall', '59 Oakfield Ave Rm 302 (no lift)', 'James Watt Design Studio B']","[500, 10, 69]",False
198,G12AN1E1,13,Monday,Morning,02:00,103,['Kelvin Hall'],[500],False
199,G12ME1E1,4,Thursday,Morning,02:00,108,['St Andrews Gym Hall'],[110],False
200,G12MM1E1,20,Wednesday,Afternoon,02:00,109,['Kelvin Hall'],[500],False
201,G12PR1E1,23,Thursday,Afternoon,02:00,115,['Hunter West'],[195],False
202,G12ST1E1,11,Saturday,Afternoon,02:00,112,['Kelvin Gallery'],[230],False
203,G13AL4E1,8,Friday,Afternoon,02:00,11,['Gilbert Scott Conf Suite Rm 251'],[15],False
204,G13AN4E1,23,Thursday,Afternoon,02:00,7,"['St Andrews Rm 237', 'John McIntyre Rm 208']","[30, 40]",False
205,G13AS5E1,19,Wednesday,Morning,02:00,19,['James Watt Design Studio B'],[69],False
206,G13CM2E1,17,Tuesday,Afternoon,02:00,45,['Kelvin Hall'],[500],False
207,G13CS2E1,11,Saturday,Afternoon,02:00,10,['Rankine 629'],[53],False
208,G13LA1E1,14,Monday,Afternoon,02:00,4,['St Andrews Rm 227 '],[50],False
209,G13LO1E1,1,Wednesday,Morning,02:00,47,['Rankine 629'],[53],False
210,G13MM2E1,4,Thursday,Morning,02:00,29,['Gilbert Scott Conf Suite Rm 356'],[40],False
211,G13PR2E1,8,Friday,Afternoon,02:00,7,['Rankine 630'],[55],False
212,G13QT1E1,20,Wednesday,Afternoon,02:00,31,['Kelvin Gallery'],[230],False
213,G13RE1E1,8,Friday,Afternoon,02:00,7,['Rankine 629'],[53],False
214,G13RE2E1,26,Friday,Afternoon,02:00,34,['John McIntyre Rm 201'],[100],False
215,G13SP2E1,11,Saturday,Afternoon,02:00,23,['WILT 112'],[50],False
216,G13ST3E1,13,Monday,Morning,02:00,16,['Kelvin Gallery'],[230],False
217,G13ST6E1,14,Monday,Afternoon,02:00,39,"['Rankine 629', 'Gilbert Scott Conf Suite Rm 356']","[53, 40]",False
218,G51DSDE1,13,Monday,Morning,01:45,55,"['WILTF', 'OTC']","[60, 110]",False
219,G51HOCE1,4,Thursday,Morning,02:00,28,['St Andrews Rm 234'],[40],False
220,G51MC1E1,22,Thursday,Morning,02:00,65,['Kelvin Hall'],[500],False
221,G52ALGE1,26,Friday,Afternoon,02:00,62,['OTC'],[110],False
222,G52OBJE1,10,Saturday,Morning,02:00,61,"['James Watt Design Studio B', 'Fore']","[69, 64]",False
223,G53FSPE1,7,Friday,Morning,01:45,49,['Hunter East'],[195],False
224,G53LCTE1,10,Saturday,Morning,01:45,13,['Rankine 629'],[53],False
225,G53RDBE1,26,Friday,Afternoon,02:00,14,['Rankine 630'],[55],False
226,G53VIPE1,17,Tuesday,Afternoon,01:45,25,['Hunter West'],[195],False
227,G5ABELE1,26,Friday,Afternoon,01:45,28,"['St Andrews Rm 237', 'Gilbert Scott Conf Suite Rm 250']","[30, 40]",False
228,G5BAIPE1,4,Thursday,Morning,01:45,31,"['Randolph', 'John McIntyre Rm 208']","[85, 40]",False
229,G5BCCNE1,17,Tuesday,Afternoon,02:00,81,['Kelvin Hall'],[500],False
230,G5BDBSE1,13,Monday,Morning,02:00,61,['Fore'],[64],False
231,G5BGRAE1,23,Thursday,Afternoon,01:45,53,['Rankine 629'],[53],False
232,G5BSBBE1,1,Wednesday,Morning,01:45,9,"['WILT 112', 'Adam Smith 915']","[50, 26]",False
233,G5P002E1,5,Thursday,Afternoon,02:00,49,['WILT 112'],[50],False
234,G5P005E1,20,Wednesday,Afternoon,02:00,56,['James Watt Design Studio B'],[69],False
235,H21B00E1,17,Tuesday,Afternoon,02:00,90,['Hunter West'],[195],False
236,H21H01E1,2,Wednesday,Afternoon,02:00,80,"['Senate', 'Randolph']","[80, 85]",False
237,H21M01E1,19,Wednesday,Morning,02:00,92,['Hunter East'],[195],False
238,H22C20E1,20,Wednesday,Afternoon,02:00,63,"['Kelvin Hall', 'John McIntyre Rm 201']","[500, 100]",False
239,H22G06E1,25,Friday,Morning,02:00,9,['James Watt Design Studio A'],[54],False
240,H22M02E1,7,Friday,Morning,02:00,76,['Senate'],[80],False
241,H22S02E1,26,Friday,Afternoon,02:00,75,['Senate'],[80],False
242,H22V02E1,2,Wednesday,Afternoon,02:00,75,['Hunter West'],[195],False
243,H23C20E1,20,Wednesday,Afternoon,02:00,47,['Randolph'],[85],False
244,H23CEOE1,23,Thursday,Afternoon,02:00,18,['Kelvin Hall'],[500],False
245,H24C20E1,11,Saturday,Afternoon,02:00,15,['WILT 112'],[50],False
246,H2CG03E1,4,Thursday,Morning,02:00,43,['James Watt Design Studio A'],[54],False
247,H2CH04E1,25,Friday,Morning,02:00,17,['Kelvin Blg Rm 220'],[50],False
248,H2CH05E1,19,Wednesday,Morning,02:00,92,['John McIntyre Rm 201'],[100],False
249,H2CM04E1,1,Wednesday,Morning,02:00,81,"['Bute', 'Hunter East', 'Hunter West']","[230, 195, 195]",False
250,H2CP01E1,10,Saturday,Morning,02:00,71,['Kelvin Gallery'],[230],False
251,H2CS05E1,26,Friday,Afternoon,02:00,39,"['Gilbert Scott Conf Suite Rm 253', 'Sir Charles Wilson']","[40, 60]",False
252,H2CS06E1,8,Friday,Afternoon,02:00,50,['Sir Charles Wilson'],[60],False
253,H2CT01E1,17,Tuesday,Afternoon,02:00,95,['St Andrews Gym Hall'],[110],False
254,H2CV03E1,22,Thursday,Morning,02:00,16,['Randolph'],[85],False
255,H31BDAE1,8,Friday,Afternoon,02:00,127,['Kelvin Hall'],[500],False
256,H31DM1E1,2,Wednesday,Afternoon,02:00,125,['Kelvin Hall'],[500],False
257,H31ENCE1,6,Thursday,Evening,01:30,97,"['Kelvin Gallery', 'Bute']","[230, 230]",False
258,H33CONE1,7,Friday,Morning,02:00,78,['Kelvin Gallery'],[230],False
259,H33MI2E1,16,Tuesday,Morning,02:00,75,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]",False
260,H3AFM1E1,26,Friday,Afternoon,02:00,102,['Bute'],[230],False
261,H3BDM3E1,7,Friday,Morning,02:00,118,['Kelvin Hall'],[500],False
262,H3BFM2E1,27,Friday,Evening,01:00,65,['James Watt Design Studio B'],[69],False
263,H3BFM2E2,3,Wednesday,Evening,01:00,65,['Kelvin Gallery'],[230],False
264,H3BMDYE1,20,Wednesday,Afternoon,02:00,106,['Bute'],[230],False
265,H3BMS2E1,5,Thursday,Afternoon,02:00,124,['Kelvin Hall'],[500],False
266,H3CDMSE1,14,Monday,Afternoon,03:00,49,['James Watt Design Studio B'],[69],False
267,H3CENIE1,1,Wednesday,Morning,02:00,42,['Hunter East'],[195],False
268,H3CFM3E1,20,Wednesday,Afternoon,03:00,4,['Gilbert Scott Conf Suite Rm 253'],[40],False
269,H3CFRCE1,13,Monday,Morning,02:00,42,['OTC'],[110],False
270,H3CMECE1,22,Thursday,Morning,02:00,23,['Gilbert Scott Conf Suite Rm 356'],[40],False
271,H3CNUEE1,4,Thursday,Morning,02:00,33,['Gilbert Scott Conf Suite Rm 253'],[40],False
272,H3CPOEE1,10,Saturday,Morning,02:00,38,['James Watt Design Studio B'],[69],False
273,H3CTSEE1,10,Saturday,Morning,03:00,11,['Kelvin Blg Rm 220'],[50],False
274,H51100E1,16,Tuesday,Morning,02:00,114,['Kelvin Hall'],[500],False
275,H51140E1,15,Monday,Evening,01:00,101,"['Kelvin Gallery', 'Hunter West', 'OTC']","[230, 195, 110]",False
276,H51200E1,22,Thursday,Morning,02:00,71,"['Senate', 'Kelvin Gallery']","[80, 230]",False
277,H52110E1,16,Tuesday,Morning,02:00,90,"['Hunter East', 'John McIntyre Rm 201']","[195, 100]",False
278,H53171E1,16,Tuesday,Morning,02:00,105,['Kelvin Gallery'],[230],False
279,H5C112E1,27,Friday,Evening,02:00,26,['St Andrews Rm 237'],[30],False
280,H5C113E1,1,Wednesday,Morning,02:00,57,"['Sir Charles Wilson', 'WILTF']","[60, 60]",False
281,H5C142E1,13,Monday,Morning,02:00,31,['Hunter East'],[195],False
282,H61120E1,7,Friday,Morning,02:00,115,['Kelvin Hall'],[500],False
283,H62131E1,1,Wednesday,Morning,02:00,97,"['John McIntyre Rm 201', 'OTC']","[100, 110]",False
284,H62160E1,8,Friday,Afternoon,02:00,99,['OTC'],[110],False
285,H63122E1,17,Tuesday,Afternoon,02:00,97,"['John McIntyre Rm 201', 'Hunter East']","[100, 195]",False
286,H6C133E1,4,Thursday,Morning,02:00,34,['John McIntyre Rm 201'],[100],False
287,H6C152E1,6,Thursday,Evening,01:00,44,['St Andrews Rm 227 '],[50],False
288,H6C162E1,8,Friday,Afternoon,02:00,60,['Randolph'],[85],False
289,H6P001E1,20,Wednesday,Afternoon,02:00,4,['St Andrews Gym Hall'],[110],False
290,H6P002E1,26,Friday,Afternoon,02:00,25,"['Joseph Black A504', 'Joseph Black C407 (no lift)', 'Adam Smith 915']","[25, 25, 26]",False
291,H71EMPE1,1,Wednesday,Morning,02:00,61,"['Fore', 'Gilbert Scott Conf Suite Rm 356', 'Gilbert Scott Conf Suite Rm 250']","[64, 40, 40]",False
292,H71IWEE1,8,Friday,Afternoon,02:00,97,['Hunter West'],[195],False
293,H71MIPE1,16,Tuesday,Morning,02:00,87,['Kelvin Hall'],[500],False
294,H71MS1E1,14,Monday,Afternoon,02:00,28,['John McIntyre Rm 208'],[40],False
295,H72ENTE1,19,Wednesday,Morning,03:00,17,['Adam Smith 915'],[26],False
296,H72IRNE1,7,Friday,Morning,02:00,68,['OTC'],[110],False
