,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity,special_requirement
22,B32322E1,8,Friday,Afternoon,01:00,110,"['OTC', 'St Andrews Gym Hall']","[110, 110]",False
23,B32325E1,4,Thursday,Morning,02:00,110,"['St Andrews Gym Hall', 'Hunter West', 'Kelvin Gallery']","[110, 195, 230]",False
24,B32326E1,26,Friday,Afternoon,01:00,110,['Kelvin Hall'],[500],False
25,B32327E1,19,Wednesday,Morning,02:00,110,"['Kelvin Gallery', 'Hunter East']","[230, 195]",False
26,B33541E1,14,Monday,Afternoon,01:00,93,['Hunter East'],[195],False
27,B33544E1,21,Wednesday,Evening,01:00,93,['Kelvin Hall'],[500],False
28,B33545E1,1,Wednesday,Morning,02:00,93,['Hunter East'],[195],False
29,B33548E1,27,Friday,Evening,01:00,93,"['Kelvin Gallery', 'Bute']","[230, 230]",False
30,B33549E1,8,Friday,Afternoon,02:00,93,['St Andrews Gym Hall'],[110],False
31,B33563E1,18,Tuesday,Evening,01:00,18,['Kelvin Blg Rm 323/324'],[50],False
32,C11101E1,8,Friday,Afternoon,02:00,145,['Hunter West'],[195],False
33,C11105E1,10,Saturday,Morning,02:00,163,['Kelvin Hall'],[500],False
34,C12321E1,26,Friday,Afternoon,02:00,68,['Kelvin Hall'],[500],False
35,C12324E1,10,Saturday,Morning,02:00,63,['Bute'],[230],False
36,C12325E1,27,Friday,Evening,01:30,62,['Bute'],[230],False
37,C12327E1,7,Friday,Morning,02:00,58,"['Hunter East', 'James Watt Design Studio B']","[195, 69]",False
38,C12328E1,17,Tuesday,Afternoon,01:30,32,['Hunter West'],[195],False
39,C12329E1,1,Wednesday,Morning,01:30,11,['Senate'],[80],False
40,C12331E1,21,Wednesday,Evening,01:30,14,['Senate'],[80],False
41,C12332E1,23,Thursday,Afternoon,03:00,48,['Fore'],[64],False
42,C12333E1,19,Wednesday,Morning,01:30,15,['Kelvin Gallery'],[230],False
43,C12338E1,19,Wednesday,Morning,02:00,57,['Kelvin Hall'],[500],False
44,C13562E1,22,Thursday,Morning,03:00,33,['John McIntyre Rm 201'],[100],False
45,C13563E1,17,Tuesday,Afternoon,03:00,7,['John McIntyre Rm 208'],[40],False
46,C13564E1,26,Friday,Afternoon,03:00,39,['Kelvin Hall'],[500],False
47,C13565E1,8,Friday,Afternoon,03:00,19,['WILTF'],[60],False
48,C13567E1,1,Wednesday,Morning,03:00,17,['Sir Charles Wilson'],[60],False
49,C13569E1,10,Saturday,Morning,03:00,19,"['Sir Charles Wilson', 'OTC']","[60, 110]",False
50,C13571E1,19,Wednesday,Morning,01:30,8,['Hunter East'],[195],False
51,C13572E1,23,Thursday,Afternoon,01:30,7,['Gilbert Scott Conf Suite Rm 251'],[15],False
52,C13573E1,2,Wednesday,Afternoon,03:00,20,['Kelvin Blg Rm 323/324'],[50],False
53,C1P001E1,20,Wednesday,Afternoon,02:00,6,['Joseph Black A504'],[25],False
54,C41101E1,19,Wednesday,Morning,02:00,102,"['OTC', 'St Andrews Gym Hall']","[110, 110]",False
55,C42304E1,7,Friday,Morning,02:00,63,['Kelvin Hall'],[500],False
56,C42306E1,2,Wednesday,Afternoon,02:00,62,['Kelvin Hall'],[500],False
57,C42307E1,4,Thursday,Morning,02:00,37,['Kelvin Blg Rm 323/324'],[50],False
58,C43511E1,17,Tuesday,Afternoon,03:00,38,['Kelvin Blg Rm 220'],[50],False
59,C43512E1,8,Friday,Afternoon,03:00,24,"['Senate', 'Bute']","[80, 230]",False
60,C52303E1,19,Wednesday,Morning,02:00,12,['Kelvin Blg Rm 323/324'],[50],False
61,C71101E1,5,Thursday,Afternoon,02:00,205,['Kelvin Gallery'],[230],False
62,C72303E1,23,Thursday,Afternoon,03:00,50,['Sir Charles Wilson'],[60],False
63,C73507E1,25,Friday,Morning,03:00,40,['St Andrews Rm 234'],[40],False
64,C81HAAE1,11,Saturday,Afternoon,01:00,23,['St Andrews Rm 227 '],[50],False
65,C81HBAE1,26,Friday,Afternoon,01:00,121,['Bute'],[230],False
66,C81HCAE1,27,Friday,Evening,01:00,126,['Kelvin Hall'],[500],False
67,C81HDAE1,22,Thursday,Morning,01:00,121,['Hunter West'],[195],False
68,C81IAAE1,11,Saturday,Afternoon,01:00,67,['Senate'],[80],False
69,C81IBAE1,1,Wednesday,Morning,01:00,25,['Kelvin Gallery'],[230],False
70,C81ICAE1,27,Friday,Evening,01:00,50,['Kelvin Hall'],[500],False
71,C81IDAE1,4,Thursday,Morning,01:00,54,['Sir Charles Wilson'],[60],False
72,C81J1AE1,11,Saturday,Afternoon,01:00,1,['Joseph Black C407 (no lift)'],[25],False
73,C81J1AE2,15,Monday,Evening,01:00,1,['St Andrews Rm 227 '],[50],False
74,C81J2AE1,1,Wednesday,Morning,01:00,18,['Kelvin Gallery'],[230],False
75,C81J2AE2,7,Friday,Morning,01:00,18,['WILT 112'],[50],False
76,C81J3AE1,4,Thursday,Morning,01:00,6,['St Andrews Rm 227 '],[50],False
77,C81J3AE2,18,Tuesday,Evening,01:00,6,['Kelvin Gallery'],[230],False
78,C81J4AE1,7,Friday,Morning,01:00,9,['James Watt Design Studio A'],[54],False
79,C81J4AE2,1,Wednesday,Morning,01:00,9,['St Andrews Rm 227 '],[50],False
80,C81J5AE1,8,Friday,Afternoon,01:00,13,['Gilbert Scott Conf Suite Rm 251'],[15],False
81,C81J5AE2,3,Wednesday,Evening,01:00,13,['Joseph Black C407 (no lift)'],[25],False
82,C81JIAE1,11,Saturday,Afternoon,01:00,1,['Joseph Black C407 (no lift)'],[25],False
83,C81JIAE2,14,Monday,Afternoon,01:00,1,['Gilbert Scott Conf Suite Rm 253'],[40],False
84,C81MJAE1,7,Friday,Morning,01:00,6,['Senate'],[80],False
85,C81MSAE1,24,Thursday,Evening,01:00,113,['Kelvin Hall'],[500],False
86,C82BCSE1,26,Friday,Afternoon,01:00,4,['Joseph Black A504'],[25],False
87,C82BUAE1,22,Thursday,Morning,02:00,97,['Bute'],[230],False
88,C82CUAE1,16,Tuesday,Morning,02:00,95,['St Andrews Gym Hall'],[110],False
89,C82DUAE1,19,Wednesday,Morning,01:00,12,['Senate'],[80],False
90,C82HUAE1,8,Friday,Afternoon,01:00,12,['Senate'],[80],False
91,C82MCPE1,1,Wednesday,Morning,01:00,11,"['James Watt Design Studio A', 'John McIntyre Rm 208']","[54, 40]",False
92,C82MHAE1,26,Friday,Afternoon,02:00,75,"['John McIntyre Rm 201', 'Kelvin Gallery']","[100, 230]",False
93,C82MJAE1,23,Thursday,Afternoon,02:00,42,['Kelvin Blg Rm 220'],[50],False
94,C82OUAE1,8,Friday,Afternoon,01:00,3,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
95,C82SUAE1,11,Saturday,Afternoon,01:00,16,['Rankine 630'],[55],False
96,C83XWHE1,22,Thursday,Morning,02:00,20,"['Senate', 'James Watt Design Studio B', 'Fore', 'Sir Charles Wilson']","[80, 69, 64, 60]",False
97,C8COUAE1,5,Thursday,Afternoon,02:00,37,['Kelvin Blg Rm 323/324'],[50],False
98,C8CXCEE1,19,Wednesday,Morning,02:00,16,['Kelvin Hall'],[500],False
99,C8CXCHE1,13,Monday,Morning,02:00,20,['James Watt Design Studio B'],[69],False
100,C8CXDLE1,2,Wednesday,Afternoon,02:00,5,['Bute'],[230],False
101,C8CXESE1,2,Wednesday,Afternoon,02:00,11,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
102,C8CXPAE1,2,Wednesday,Afternoon,01:30,19,['Adam Smith 915'],[26],False
103,C8P001E1,16,Tuesday,Morning,03:00,22,"['Joseph Black C407 (no lift)', 'St Andrews Rm 237']","[25, 30]",False
104,C8P002E1,4,Thursday,Morning,03:00,22,['Hunter East'],[195],False
105,D21102E1,22,Thursday,Morning,01:00,1,['Kelvin Hall'],[500],False
106,D22227E1,10,Saturday,Morning,02:00,1,['Rankine 601'],[37],False
107,D23315E1,11,Saturday,Afternoon,02:00,4,['Gilbert Scott Conf Suite Rm 251'],[15],False
108,D23336E1,25,Friday,Morning,02:00,7,['St Andrews Rm 227 '],[50],False
109,D23342E1,14,Monday,Afternoon,02:00,1,['Kelvin Hall'],[500],False
110,D23360E1,25,Friday,Morning,02:00,8,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
111,EN00C1E1,13,Monday,Morning,02:00,18,['Rankine 601'],[37],False
112,EN00P1E1,10,Saturday,Morning,02:00,21,"['Bute', 'OTC']","[230, 110]",False
113,EN00P3E1,7,Friday,Morning,02:00,25,['Senate'],[80],False
114,EN00P5E1,25,Friday,Morning,02:00,26,"['Kelvin Blg Rm 323/324', 'St Andrews Rm 227 ']","[50, 50]",False
115,EN00P7E1,17,Tuesday,Afternoon,02:00,22,['Kelvin Hall'],[500],False
116,F11I01E1,13,Monday,Morning,01:00,109,"['OTC', 'St Andrews Gym Hall']","[110, 110]",False
117,F11I02E1,10,Saturday,Morning,02:00,110,['Kelvin Gallery'],[230],False
118,F11O01E1,22,Thursday,Morning,01:00,108,['OTC'],[110],False
119,F11O02E1,8,Friday,Afternoon,02:00,112,['Hunter East'],[195],False
120,F11P01E1,24,Thursday,Evening,01:00,88,['Hunter West'],[195],False
121,F11P02E1,25,Friday,Morning,02:00,129,['Kelvin Hall'],[500],False
122,F12I01E1,20,Wednesday,Afternoon,01:00,20,"['Bute', 'Hunter East']","[230, 195]",False
123,F12I02E1,10,Saturday,Morning,02:00,122,"['Kelvin Gallery', 'Hunter East']","[230, 195]",False
124,F12O01E1,2,Wednesday,Afternoon,02:00,20,['Kelvin Hall'],[500],False
125,F12O02E1,20,Wednesday,Afternoon,02:00,114,"['Kelvin Gallery', 'Bute']","[230, 230]",False
126,F12P01E1,8,Friday,Afternoon,01:00,20,['John McIntyre Rm 208'],[40],False
127,F12P02E1,22,Thursday,Morning,02:00,122,['Kelvin Hall'],[500],False
128,F12P03E1,16,Tuesday,Morning,02:00,9,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
129,F12X02E1,17,Tuesday,Afternoon,02:00,65,['OTC'],[110],False
130,F12X04E1,21,Wednesday,Evening,01:30,9,['WILTF'],[60],False
131,F12X04E2,7,Friday,Morning,01:30,9,['St Andrews Rm 237'],[30],False
132,F12X04E3,14,Monday,Afternoon,01:30,9,['Gilbert Scott Conf Suite Rm 356'],[40],False
133,F12X05E1,23,Thursday,Afternoon,02:00,9,['Rankine 630'],[55],False
134,F13I01E1,1,Wednesday,Morning,01:00,30,['Kelvin Hall'],[500],False
135,F13I02E1,13,Monday,Morning,02:00,103,"['Kelvin Hall', 'St Andrews Gym Hall', 'Hunter West']","[500, 110, 195]",False
136,F13I03E1,11,Saturday,Afternoon,01:00,15,['Hunter East'],[195],False
137,F13I05E1,21,Wednesday,Evening,01:00,1,['Gilbert Scott Conf Suite Rm 253'],[40],False
138,F13I06E1,2,Wednesday,Afternoon,01:00,1,['Joseph Black A504'],[25],False
139,F13O01E1,19,Wednesday,Morning,02:00,29,['Hunter East'],[195],False
140,F13O02E1,10,Saturday,Morning,02:00,103,"['Hunter East', 'Bute']","[195, 230]",False
141,F13O03E1,25,Friday,Morning,01:00,15,"['Gilbert Scott Conf Suite Rm 355 (no lift)', 'Rankine 601']","[30, 37]",False
142,F13O06E1,14,Monday,Afternoon,01:00,1,['Bute'],[230],False
143,F13P01E1,7,Friday,Morning,02:00,111,['Kelvin Hall'],[500],False
144,F13P02E1,8,Friday,Afternoon,02:00,11,['Gilbert Scott Conf Suite Rm 250'],[40],False
145,F13P03E1,9,Friday,Evening,01:00,44,['WILT 112'],[50],False
146,F13P05E1,10,Saturday,Morning,01:00,8,['St Andrews Gym Hall'],[110],False
147,F13X01E1,14,Monday,Afternoon,02:00,11,['John McIntyre Rm 201'],[100],False
148,F13X03E1,23,Thursday,Afternoon,01:00,18,['Kelvin Hall'],[500],False
149,F13X04E1,17,Tuesday,Afternoon,02:00,86,['Kelvin Hall'],[500],False
150,F311A1E1,4,Thursday,Morning,01:00,52,['Kelvin Hall'],[500],False
151,F311B1E1,2,Wednesday,Afternoon,01:00,43,['Hunter West'],[195],False
152,F311E1E1,1,Wednesday,Morning,01:00,106,['Kelvin Hall'],[500],False
153,F311M0E1,6,Thursday,Evening,01:00,103,['OTC'],[110],False
154,F311M1E1,9,Friday,Evening,01:00,161,['Kelvin Hall'],[500],False
155,F311Q1E1,15,Monday,Evening,01:00,157,['Hunter East'],[195],False
156,F311T1E1,7,Friday,Morning,01:00,175,['Hunter West'],[195],False
157,F311V1E1,13,Monday,Morning,01:00,47,['OTC'],[110],False
158,F311X1E1,16,Tuesday,Morning,01:00,37,['Kelvin Gallery'],[230],False
159,F311X2E1,1,Wednesday,Morning,01:00,25,['Hunter East'],[195],False
160,F311X4E1,17,Tuesday,Afternoon,01:00,67,['James Watt Design Studio B'],[69],False
161,F311Z1E1,23,Thursday,Afternoon,01:00,144,['Kelvin Gallery'],[230],False
162,F321C6E1,17,Tuesday,Afternoon,02:00,11,['Randolph'],[85],False
163,F321E4E1,14,Monday,Afternoon,01:00,13,['Fore'],[64],False
164,F321M1E1,20,Wednesday,Afternoon,02:00,94,"['Kelvin Hall', 'Kelvin Gallery']","[500, 230]",False
165,F321Q2E1,7,Friday,Morning,02:00,98,['Kelvin Gallery'],[230],False
166,F321Q6E1,11,Saturday,Afternoon,02:00,18,['Adam Smith 915'],[26],False
167,F321Q9E1,1,Wednesday,Morning,02:00,9,['St Andrews Rm 234'],[40],False
168,F321S6E1,25,Friday,Morning,02:00,18,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
169,F321T2E1,11,Saturday,Afternoon,02:00,95,['Bute'],[230],False
170,F321T6E1,1,Wednesday,Morning,02:00,18,"['Rankine 630', 'WILT 112']","[55, 50]",False
171,F321Z3E1,26,Friday,Afternoon,02:00,106,['OTC'],[110],False
172,F331M9E1,13,Monday,Morning,02:00,8,['Kelvin Blg Rm 323/324'],[50],False
173,F331N3E1,4,Thursday,Morning,02:00,65,['Kelvin Hall'],[500],False
174,F331N6E1,1,Wednesday,Morning,02:00,22,['Kelvin Hall'],[500],False
175,F331O6E1,4,Thursday,Morning,02:00,26,"['Rankine 601', 'St Andrews Rm 237']","[37, 30]",False
176,F331Q3E1,2,Wednesday,Afternoon,02:00,82,"['John McIntyre Rm 201', 'Randolph']","[100, 85]",False
177,F331S2E1,20,Wednesday,Afternoon,02:00,82,['Kelvin Gallery'],[230],False
178,F331S9E1,13,Monday,Morning,02:00,22,['WILTF'],[60],False
179,F331X3E1,13,Monday,Morning,02:00,14,"['Joseph Black A504', 'Joseph Black C407 (no lift)']","[25, 25]",False
180,F331X5E1,10,Saturday,Morning,01:00,5,['James Watt Design Studio A'],[54],False
181,F331Z4E1,17,Tuesday,Afternoon,02:00,66,"['James Watt Design Studio B', 'Kelvin Hall']","[69, 500]",False
182,F331Z8E1,7,Friday,Morning,02:00,9,"['OTC', 'Rankine 630']","[110, 55]",False
183,F3B1B3E1,14,Monday,Afternoon,02:00,40,['Kelvin Blg Rm 220'],[50],False
184,F3B1X4E1,23,Thursday,Afternoon,02:00,78,['Senate'],[80],False
185,G111ACE1,2,Wednesday,Afternoon,02:00,34,['Kelvin Gallery'],[230],False
186,G111CCE1,20,Wednesday,Afternoon,01:00,59,['Senate'],[80],False
187,G111DGE1,13,Monday,Morning,02:00,15,"['Gilbert Scott Conf Suite Rm 251', 'St Andrews Rm 227 ']","[15, 50]",False
188,G111GAE1,20,Wednesday,Afternoon,02:00,71,['Bute'],[230],False
189,G111GBE1,20,Wednesday,Afternoon,02:00,222,['Kelvin Hall'],[500],False
190,G111MCE1,17,Tuesday,Afternoon,01:30,3,['WILTF'],[60],False
191,G111VAE1,10,Saturday,Morning,02:00,165,"['Hunter West', 'Kelvin Hall']","[195, 500]",False
192,G111VBE1,17,Tuesday,Afternoon,02:00,24,['Joseph Black C407 (no lift)'],[25],False
193,G11AS1E1,1,Wednesday,Morning,02:00,69,['John McIntyre Rm 201'],[100],False
194,G11MA1E1,20,Wednesday,Afternoon,03:00,172,['Kelvin Hall'],[500],False
195,G11MA2E1,7,Friday,Morning,02:00,40,['OTC'],[110],False
196,G11PR1E1,25,Friday,Morning,02:00,165,['Hunter East'],[195],False
197,G12AL1E1,22,Thursday,Morning,02:00,109,['St Andrews Gym Hall'],[110],False
198,G12AN1E1,10,Saturday,Morning,02:00,103,['Kelvin Hall'],[500],False
199,G12ME1E1,16,Tuesday,Morning,02:00,108,"['Hunter West', 'Hunter East']","[195, 195]",False
200,G12MM1E1,7,Friday,Morning,02:00,109,['Bute'],[230],False
201,G12PR1E1,19,Wednesday,Morning,02:00,115,['Kelvin Gallery'],[230],False
202,G12ST1E1,13,Monday,Morning,02:00,112,['Kelvin Gallery'],[230],False
203,G13AL4E1,4,Thursday,Morning,02:00,11,['Rankine 630'],[55],False
204,G13AN4E1,1,Wednesday,Morning,02:00,7,['Gilbert Scott Conf Suite Rm 250'],[40],False
205,G13AS5E1,7,Friday,Morning,02:00,19,['Bute'],[230],False
206,G13CM2E1,16,Tuesday,Morning,02:00,45,['WILTF'],[60],False
207,G13CS2E1,11,Saturday,Afternoon,02:00,10,['Kelvin Hall'],[500],False
208,G13LA1E1,22,Thursday,Morning,02:00,4,['St Andrews Rm 227 '],[50],False
209,G13LO1E1,26,Friday,Afternoon,02:00,47,['James Watt Design Studio A'],[54],False
210,G13MM2E1,20,Wednesday,Afternoon,02:00,29,['John McIntyre Rm 201'],[100],False
211,G13PR2E1,4,Thursday,Morning,02:00,7,['Kelvin Hall'],[500],False
212,G13QT1E1,7,Friday,Morning,02:00,31,"['St Andrews Gym Hall', 'Rankine 630']","[110, 55]",False
213,G13RE1E1,4,Thursday,Morning,02:00,7,['Gilbert Scott Conf Suite Rm 251'],[15],False
214,G13RE2E1,10,Saturday,Morning,02:00,34,['WILTF'],[60],False
215,G13SP2E1,13,Monday,Morning,02:00,23,['Bute'],[230],False
216,G13ST3E1,25,Friday,Morning,02:00,16,"['Joseph Black A504', 'Joseph Black C407 (no lift)']","[25, 25]",False
217,G13ST6E1,23,Thursday,Afternoon,02:00,39,"['Bute', 'Kelvin Hall']","[230, 500]",False
218,G51DSDE1,23,Thursday,Afternoon,01:45,55,['James Watt Design Studio B'],[69],False
219,G51HOCE1,20,Wednesday,Afternoon,02:00,28,"['Sir Charles Wilson', 'Randolph']","[60, 85]",False
220,G51MC1E1,4,Thursday,Morning,02:00,65,['Randolph'],[85],False
221,G52ALGE1,23,Thursday,Afternoon,02:00,62,['Hunter East'],[195],False
222,G52OBJE1,11,Saturday,Afternoon,02:00,61,"['James Watt Design Studio B', 'OTC']","[69, 110]",False
223,G53FSPE1,4,Thursday,Morning,01:45,49,['Hunter East'],[195],False
224,G53LCTE1,1,Wednesday,Morning,01:45,13,['Bute'],[230],False
225,G53RDBE1,26,Friday,Afternoon,02:00,14,['Gilbert Scott Conf Suite Rm 251'],[15],False
226,G53VIPE1,23,Thursday,Afternoon,01:45,25,"['Senate', 'Gilbert Scott Conf Suite Rm 356']","[80, 40]",False
227,G5ABELE1,16,Tuesday,Morning,01:45,28,['St Andrews Rm 227 '],[50],False
228,G5BAIPE1,1,Wednesday,Morning,01:45,31,['Hunter West'],[195],False
229,G5BCCNE1,20,Wednesday,Afternoon,02:00,81,['Hunter West'],[195],False
230,G5BDBSE1,8,Friday,Afternoon,02:00,61,"['Hunter East', 'Fore']","[195, 64]",False
231,G5BGRAE1,13,Monday,Morning,01:45,53,['Senate'],[80],False
232,G5BSBBE1,7,Friday,Morning,01:45,9,['Joseph Black A504'],[25],False
233,G5P002E1,17,Tuesday,Afternoon,02:00,49,['Hunter East'],[195],False
234,G5P005E1,14,Monday,Afternoon,02:00,56,['Randolph'],[85],False
235,H21B00E1,17,Tuesday,Afternoon,02:00,90,"['Bute', 'John McIntyre Rm 201']","[230, 100]",False
236,H21H01E1,8,Friday,Afternoon,02:00,80,['Kelvin Hall'],[500],False
237,H21M01E1,7,Friday,Morning,02:00,92,['Hunter East'],[195],False
238,H22C20E1,13,Monday,Morning,02:00,63,['Hunter East'],[195],False
239,H22G06E1,10,Saturday,Morning,02:00,9,['John McIntyre Rm 201'],[100],False
240,H22M02E1,10,Saturday,Morning,02:00,76,['Randolph'],[85],False
241,H22S02E1,8,Friday,Afternoon,02:00,75,['Kelvin Hall'],[500],False
242,H22V02E1,17,Tuesday,Afternoon,02:00,75,['Senate'],[80],False
243,H23C20E1,2,Wednesday,Afternoon,02:00,47,['Kelvin Hall'],[500],False
244,H23CEOE1,19,Wednesday,Morning,02:00,18,['Kelvin Gallery'],[230],False
245,H24C20E1,8,Friday,Afternoon,02:00,15,"['Gilbert Scott Conf Suite Rm 251', 'Kelvin Blg Rm 323/324', 'Joseph Black C407 (no lift)']","[15, 50, 25]",False
246,H2CG03E1,19,Wednesday,Morning,02:00,43,"['Rankine 630', 'Fore']","[55, 64]",False
247,H2CH04E1,23,Thursday,Afternoon,02:00,17,['Gilbert Scott Conf Suite Rm 250'],[40],False
248,H2CH05E1,26,Friday,Afternoon,02:00,92,"['Hunter West', 'St Andrews Gym Hall']","[195, 110]",False
249,H2CM04E1,17,Tuesday,Afternoon,02:00,81,['Kelvin Hall'],[500],False
250,H2CP01E1,4,Thursday,Morning,02:00,71,['John McIntyre Rm 201'],[100],False
251,H2CS05E1,5,Thursday,Afternoon,02:00,39,['Gilbert Scott Conf Suite Rm 250'],[40],False
252,H2CS06E1,11,Saturday,Afternoon,02:00,50,['St Andrews Gym Hall'],[110],False
253,H2CT01E1,1,Wednesday,Morning,02:00,95,"['John McIntyre Rm 201', 'OTC', 'St Andrews Gym Hall']","[100, 110, 110]",False
254,H2CV03E1,20,Wednesday,Afternoon,02:00,16,['Kelvin Gallery'],[230],False
255,H31BDAE1,7,Friday,Morning,02:00,127,['Kelvin Hall'],[500],False
256,H31DM1E1,4,Thursday,Morning,02:00,125,['Hunter West'],[195],False
257,H31ENCE1,16,Tuesday,Morning,01:30,97,['Kelvin Hall'],[500],False
258,H33CONE1,5,Thursday,Afternoon,02:00,78,['Hunter West'],[195],False
259,H33MI2E1,4,Thursday,Morning,02:00,75,['Bute'],[230],False
260,H3AFM1E1,10,Saturday,Morning,02:00,102,['St Andrews Gym Hall'],[110],False
261,H3BDM3E1,22,Thursday,Morning,02:00,118,"['Bute', 'Hunter East', 'Kelvin Hall']","[230, 195, 500]",False
262,H3BFM2E1,14,Monday,Afternoon,01:00,65,"['Hunter West', 'James Watt Design Studio B']","[195, 69]",False
263,H3BFM2E2,11,Saturday,Afternoon,01:00,65,['Kelvin Hall'],[500],False
264,H3BMDYE1,19,Wednesday,Morning,02:00,106,['Kelvin Hall'],[500],False
265,H3BMS2E1,26,Friday,Afternoon,02:00,124,"['Bute', 'Hunter West']","[230, 195]",False
266,H3CDMSE1,17,Tuesday,Afternoon,03:00,49,"['Kelvin Blg Rm 323/324', 'Kelvin Hall']","[50, 500]",False
267,H3CENIE1,25,Friday,Morning,02:00,42,['Senate'],[80],False
268,H3CFM3E1,10,Saturday,Morning,03:00,4,['Sir Charles Wilson'],[60],False
269,H3CFRCE1,7,Friday,Morning,02:00,42,['St Andrews Rm 227 '],[50],False
270,H3CMECE1,1,Wednesday,Morning,02:00,23,['Hunter West'],[195],False
271,H3CNUEE1,22,Thursday,Morning,02:00,33,['Kelvin Gallery'],[230],False
272,H3CPOEE1,10,Saturday,Morning,02:00,38,['John McIntyre Rm 208'],[40],False
273,H3CTSEE1,8,Friday,Afternoon,03:00,11,['Gilbert Scott Conf Suite Rm 356'],[40],False
274,H51100E1,23,Thursday,Afternoon,02:00,114,"['Kelvin Gallery', 'Bute']","[230, 230]",False
275,H51140E1,21,Wednesday,Evening,01:00,101,['OTC'],[110],False
276,H51200E1,8,Friday,Afternoon,02:00,71,['Hunter East'],[195],False
277,H52110E1,2,Wednesday,Afternoon,02:00,90,['John McIntyre Rm 201'],[100],False
278,H53171E1,1,Wednesday,Morning,02:00,105,['Kelvin Hall'],[500],False
279,H5C112E1,25,Friday,Morning,02:00,26,['Sir Charles Wilson'],[60],False
280,H5C113E1,20,Wednesday,Afternoon,02:00,57,"['Fore', 'OTC']","[64, 110]",False
281,H5C142E1,16,Tuesday,Morning,02:00,31,"['WILTF', 'Kelvin Blg Rm 323/324', 'St Andrews Gym Hall']","[60, 50, 110]",False
282,H61120E1,5,Thursday,Afternoon,02:00,115,"['Hunter East', 'Hunter West']","[195, 195]",False
283,H62131E1,22,Thursday,Morning,02:00,97,"['Hunter West', 'Bute']","[195, 230]",False
284,H62160E1,23,Thursday,Afternoon,02:00,99,['Bute'],[230],False
285,H63122E1,26,Friday,Afternoon,02:00,97,['John McIntyre Rm 201'],[100],False
286,H6C133E1,17,Tuesday,Afternoon,02:00,34,['James Watt Design Studio A'],[54],False
287,H6C152E1,3,Wednesday,Evening,01:00,44,['John McIntyre Rm 201'],[100],False
288,H6C162E1,5,Thursday,Afternoon,02:00,60,"['OTC', 'WILTF']","[110, 60]",False
289,H6P001E1,13,Monday,Morning,02:00,4,"['Rankine 601', 'Rankine 630']","[37, 55]",False
290,H6P002E1,8,Friday,Afternoon,02:00,25,['Adam Smith 915'],[26],False
291,H71EMPE1,11,Saturday,Afternoon,02:00,61,['Kelvin Hall'],[500],False
292,H71IWEE1,23,Thursday,Afternoon,02:00,97,['Kelvin Hall'],[500],False
293,H71MIPE1,5,Thursday,Afternoon,02:00,87,"['St Andrews Gym Hall', 'Kelvin Gallery', 'John McIntyre Rm 201']","[110, 230, 100]",False
294,H71MS1E1,13,Monday,Morning,02:00,28,['Rankine 629'],[53],False
