,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity,special_requirement
52,C13573E1,14,Monday,Afternoon,03:00,20,['Hunter East'],[195],True
53,C1P001E1,25,Friday,Morning,02:00,6,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
54,C41101E1,1,Wednesday,Morning,02:00,102,['Bute'],[230],True
55,C42304E1,11,Saturday,Afternoon,02:00,63,['Kelvin Hall'],[500],True
56,C42306E1,25,Friday,Morning,02:00,62,"['Hunter East', 'Fore']","[195, 64]",True
57,C42307E1,16,Tuesday,Morning,02:00,37,"['James Watt Design Studio B', 'Gilbert Scott Conf Suite Rm 250']","[69, 40]",True
58,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50],True
59,C43512E1,5,Thursday,Afternoon,03:00,24,['Bute'],[230],True
60,C52303E1,22,Thursday,Morning,02:00,12,['Kelvin Hall'],[500],True
61,C71101E1,20,Wednesday,Afternoon,02:00,205,"['Kelvin Gallery', 'Bute']","[230, 230]",True
62,C72303E1,20,Wednesday,Afternoon,03:00,50,['Randolph'],[85],True
63,C73507E1,23,Thursday,Afternoon,03:00,40,"['Hunter West', 'Randolph', 'WILTF', 'Rankine 630']","[195, 85, 60, 55]",True
64,C81HAAE1,6,Thursday,Evening,01:00,23,['OTC'],[110],True
65,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500],True
66,C81HCAE1,17,Tuesday,Afternoon,01:00,126,['Bute'],[230],True
67,C81HDAE1,25,Friday,Morning,01:00,121,['Kelvin Hall'],[500],True
68,C81IAAE1,23,Thursday,Afternoon,01:00,67,['Bute'],[230],True
69,C81IBAE1,27,Friday,Evening,01:00,25,"['Kelvin Hall', 'Rankine 629']","[500, 53]",True
70,C81ICAE1,1,Wednesday,Morning,01:00,50,['Randolph'],[85],True
71,C81IDAE1,18,Tuesday,Evening,01:00,54,['James Watt Design Studio A'],[54],True
72,C81J1AE1,25,Friday,Morning,01:00,1,['Hunter West'],[195],False
73,C81J1AE2,6,Thursday,Evening,01:00,1,['John McIntyre Rm 208'],[40],False
74,C81J2AE1,16,Tuesday,Morning,01:00,18,"['Gilbert Scott Conf Suite Rm 253', 'Rankine 629']","[40, 53]",True
75,C81J2AE2,7,Friday,Morning,01:00,18,['Rankine 630'],[55],True
76,C81J3AE1,27,Friday,Evening,01:00,6,['Joseph Black A504'],[25],True
77,C81J3AE2,24,Thursday,Evening,01:00,6,['Kelvin Hall'],[500],True
78,C81J4AE1,25,Friday,Morning,01:00,9,['Randolph'],[85],True
79,C81J4AE2,1,Wednesday,Morning,01:00,9,['Adam Smith 915'],[26],True
80,C81J5AE1,25,Friday,Morning,01:00,13,['Hunter East'],[195],True
81,C81J5AE2,1,Wednesday,Morning,01:00,13,['Hunter West'],[195],True
82,C81JIAE1,7,Friday,Morning,01:00,1,['St Andrews Gym Hall'],[110],False
83,C81JIAE2,26,Friday,Afternoon,01:00,1,['Gilbert Scott Conf Suite Rm 250'],[40],False
84,C81MJAE1,6,Thursday,Evening,01:00,6,['Kelvin Blg Rm 323/324'],[50],True
85,C81MSAE1,16,Tuesday,Morning,01:00,113,['Kelvin Hall'],[500],True
86,C82BCSE1,7,Friday,Morning,01:00,4,['WILT 112'],[50],True
87,C82BUAE1,10,Saturday,Morning,02:00,97,['Kelvin Hall'],[500],True
88,C82CUAE1,26,Friday,Afternoon,02:00,95,['John McIntyre Rm 201'],[100],True
89,C82DUAE1,19,Wednesday,Morning,01:00,12,['Kelvin Hall'],[500],True
90,C82HUAE1,7,Friday,Morning,01:00,12,['Gilbert Scott Conf Suite Rm 251'],[15],True
91,C82MCPE1,22,Thursday,Morning,01:00,11,['OTC'],[110],True
92,C82MHAE1,16,Tuesday,Morning,02:00,75,['Senate'],[80],True
93,C82MJAE1,1,Wednesday,Morning,02:00,42,"['James Watt Design Studio A', 'Sir Charles Wilson']","[54, 60]",True
94,C82OUAE1,24,Thursday,Evening,01:00,3,['WILTF'],[60],False
95,C82SUAE1,13,Monday,Morning,01:00,16,['Adam Smith 915'],[26],True
96,C83XWHE1,11,Saturday,Afternoon,02:00,20,['Gilbert Scott Conf Suite Rm 250'],[40],True
97,C8COUAE1,4,Thursday,Morning,02:00,37,['St Andrews Gym Hall'],[110],True
98,C8CXCEE1,22,Thursday,Morning,02:00,16,['Bute'],[230],True
99,C8CXCHE1,25,Friday,Morning,02:00,20,"['St Andrews Rm 237', 'St Andrews Rm 234']","[30, 40]",True
100,C8CXDLE1,14,Monday,Afternoon,02:00,5,['Kelvin Gallery'],[230],False
101,C8CXESE1,14,Monday,Afternoon,02:00,11,['Gilbert Scott Conf Suite Rm 356'],[40],True
102,C8CXPAE1,19,Wednesday,Morning,01:30,19,"['St Andrews Rm 227 ', 'St Andrews Rm 234']","[50, 40]",True
103,C8P001E1,22,Thursday,Morning,03:00,22,['Kelvin Blg Rm 220'],[50],True
104,C8P002E1,19,Wednesday,Morning,03:00,22,['Kelvin Hall'],[500],True
105,D21102E1,7,Friday,Morning,01:00,1,['Rankine 601'],[37],False
106,D22227E1,10,Saturday,Morning,02:00,1,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
107,D23315E1,2,Wednesday,Afternoon,02:00,4,"['Fore', 'Kelvin Hall']","[64, 500]",False
108,D23336E1,8,Friday,Afternoon,02:00,7,['Rankine 630'],[55],True
109,D23342E1,26,Friday,Afternoon,02:00,1,['Gilbert Scott Conf Suite Rm 356'],[40],False
110,D23360E1,22,Thursday,Morning,02:00,8,['Kelvin Hall'],[500],False
111,EN00C1E1,22,Thursday,Morning,02:00,18,['Gilbert Scott Conf Suite Rm 250'],[40],True
112,EN00P1E1,14,Monday,Afternoon,02:00,21,['Kelvin Blg Rm 220'],[50],True
113,EN00P3E1,7,Friday,Morning,02:00,25,['Gilbert Scott Conf Suite Rm 253'],[40],True
114,EN00P5E1,4,Thursday,Morning,02:00,26,['Sir Charles Wilson'],[60],True
115,EN00P7E1,11,Saturday,Afternoon,02:00,22,['Kelvin Hall'],[500],True
116,F11I01E1,17,Tuesday,Afternoon,01:00,109,['Kelvin Gallery'],[230],True
117,F11I02E1,5,Thursday,Afternoon,02:00,110,['Bute'],[230],True
118,F11O01E1,26,Friday,Afternoon,01:00,108,['Bute'],[230],True
119,F11O02E1,10,Saturday,Morning,02:00,112,"['Kelvin Gallery', 'Hunter East']","[230, 195]",True
120,F11P01E1,15,Monday,Evening,01:00,88,['John McIntyre Rm 201'],[100],True
121,F11P02E1,13,Monday,Morning,02:00,129,"['Hunter West', 'Hunter East']","[195, 195]",True
122,F12I01E1,4,Thursday,Morning,01:00,20,['Kelvin Hall'],[500],True
123,F12I02E1,23,Thursday,Afternoon,02:00,122,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]",True
124,F12O01E1,16,Tuesday,Morning,02:00,20,"['Kelvin Blg Rm 323/324', 'Joseph Black A504']","[50, 25]",True
125,F12O02E1,8,Friday,Afternoon,02:00,114,"['Gilbert Scott Conf Suite Rm 356', 'Kelvin Blg Rm 220', 'John McIntyre Rm 208']","[40, 50, 40]",True
126,F12P01E1,27,Friday,Evening,01:00,20,['Kelvin Gallery'],[230],True
127,F12P02E1,4,Thursday,Morning,02:00,122,['Bute'],[230],True
128,F12P03E1,11,Saturday,Afternoon,02:00,9,['James Watt Design Studio A'],[54],False
129,F12X02E1,16,Tuesday,Morning,02:00,65,['Kelvin Hall'],[500],True
130,F12X04E1,7,Friday,Morning,01:30,9,['Rankine 601'],[37],True
131,F12X04E2,27,Friday,Evening,01:30,9,['Joseph Black A504'],[25],True
132,F12X04E3,4,Thursday,Morning,01:30,9,"['Kelvin Blg Rm 323/324', 'Kelvin Hall']","[50, 500]",True
133,F12X05E1,23,Thursday,Afternoon,02:00,9,['WILT 112'],[50],False
134,F13I01E1,20,Wednesday,Afternoon,01:00,30,['OTC'],[110],True
135,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500],True
136,F13I03E1,17,Tuesday,Afternoon,01:00,15,['Kelvin Hall'],[500],True
137,F13I05E1,21,Wednesday,Evening,01:00,1,['John McIntyre Rm 208'],[40],False
138,F13I06E1,27,Friday,Evening,01:00,1,['Kelvin Gallery'],[230],False
139,F13O01E1,5,Thursday,Afternoon,02:00,29,"['St Andrews Rm 237', 'Kelvin Hall']","[30, 500]",True
140,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195],True
141,F13O03E1,24,Thursday,Evening,01:00,15,['OTC'],[110],True
142,F13O06E1,1,Wednesday,Morning,01:00,1,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
143,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230],True
144,F13P02E1,11,Saturday,Afternoon,02:00,11,['Rankine 601'],[37],True
145,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500],True
146,F13P05E1,22,Thursday,Morning,01:00,8,['Joseph Black C407 (no lift)'],[25],False
147,F13X01E1,17,Tuesday,Afternoon,02:00,11,['Rankine 630'],[55],True
148,F13X03E1,2,Wednesday,Afternoon,01:00,18,['James Watt Design Studio B'],[69],True
149,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230],True
150,F311A1E1,17,Tuesday,Afternoon,01:00,52,['Rankine 629'],[53],True
151,F311B1E1,6,Thursday,Evening,01:00,43,['St Andrews Rm 227 '],[50],True
152,F311E1E1,21,Wednesday,Evening,01:00,106,['Kelvin Hall'],[500],True
153,F311M0E1,14,Monday,Afternoon,01:00,103,['St Andrews Gym Hall'],[110],True
154,F311M1E1,23,Thursday,Afternoon,01:00,161,['Bute'],[230],True
155,F311Q1E1,27,Friday,Evening,01:00,157,['Bute'],[230],True
156,F311T1E1,24,Thursday,Evening,01:00,175,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]",True
157,F311V1E1,16,Tuesday,Morning,01:00,47,['St Andrews Rm 227 '],[50],True
158,F311X1E1,3,Wednesday,Evening,01:00,37,['Rankine 601'],[37],True
159,F311X2E1,20,Wednesday,Afternoon,01:00,25,['St Andrews Rm 234'],[40],True
160,F311X4E1,11,Saturday,Afternoon,01:00,67,['OTC'],[110],True
161,F311Z1E1,3,Wednesday,Evening,01:00,144,['Bute'],[230],True
162,F321C6E1,22,Thursday,Morning,02:00,11,"['Gilbert Scott Conf Suite Rm 251', 'Hunter East']","[15, 195]",True
163,F321E4E1,5,Thursday,Afternoon,01:00,13,['John McIntyre Rm 208'],[40],False
164,F321M1E1,10,Saturday,Morning,02:00,94,"['Bute', 'Hunter East']","[230, 195]",True
165,F321Q2E1,13,Monday,Morning,02:00,98,['St Andrews Gym Hall'],[110],True
166,F321Q6E1,1,Wednesday,Morning,02:00,18,['OTC'],[110],True
167,F321Q9E1,23,Thursday,Afternoon,02:00,9,['Kelvin Blg Rm 220'],[50],True
168,F321S6E1,11,Saturday,Afternoon,02:00,18,['Sir Charles Wilson'],[60],True
169,F321T2E1,8,Friday,Afternoon,02:00,95,"['Hunter West', 'Hunter East']","[195, 195]",True
170,F321T6E1,19,Wednesday,Morning,02:00,18,['Rankine 630'],[55],True
171,F321Z3E1,1,Wednesday,Morning,02:00,106,['St Andrews Gym Hall'],[110],True
172,F331M9E1,19,Wednesday,Morning,02:00,8,['Adam Smith 915'],[26],False
173,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195],True
174,F331N6E1,7,Friday,Morning,02:00,22,['Bute'],[230],True
175,F331O6E1,5,Thursday,Afternoon,02:00,26,['St Andrews Gym Hall'],[110],True
176,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]",True
177,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]",True
178,F331S9E1,20,Wednesday,Afternoon,02:00,22,"['Gilbert Scott Conf Suite Rm 253', 'St Andrews Rm 227 ']","[40, 50]",True
179,F331X3E1,5,Thursday,Afternoon,02:00,14,['OTC'],[110],True
180,F331X5E1,23,Thursday,Afternoon,01:00,5,['Kelvin Blg Rm 323/324'],[50],True
181,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]",True
182,F331Z8E1,14,Monday,Afternoon,02:00,9,['Hunter East'],[195],True
183,F3B1B3E1,25,Friday,Morning,02:00,40,['OTC'],[110],True
184,F3B1X4E1,25,Friday,Morning,02:00,78,['Kelvin Hall'],[500],True
185,G111ACE1,17,Tuesday,Afternoon,02:00,34,['Randolph'],[85],True
186,G111CCE1,1,Wednesday,Morning,01:00,59,['Hunter West'],[195],True
187,G111DGE1,1,Wednesday,Morning,02:00,15,['Gilbert Scott Conf Suite Rm 250'],[40],True
188,G111GAE1,8,Friday,Afternoon,02:00,71,['OTC'],[110],True
189,G111GBE1,8,Friday,Afternoon,02:00,222,['Kelvin Gallery'],[230],True
190,G111MCE1,5,Thursday,Afternoon,01:30,3,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
191,G111VAE1,10,Saturday,Morning,02:00,165,['Kelvin Gallery'],[230],True
192,G111VBE1,16,Tuesday,Morning,02:00,24,['Rankine 629'],[53],True
193,G11AS1E1,20,Wednesday,Afternoon,02:00,69,['John McIntyre Rm 201'],[100],True
194,G11MA1E1,9,Friday,Evening,03:00,172,['Hunter West'],[195],True
195,G11MA2E1,4,Thursday,Morning,02:00,40,['St Andrews Rm 234'],[40],True
196,G11PR1E1,13,Monday,Morning,02:00,165,['Hunter West'],[195],True
197,G12AL1E1,4,Thursday,Morning,02:00,109,"['Hunter West', 'Kelvin Hall']","[195, 500]",True
198,G12AN1E1,21,Wednesday,Evening,02:00,103,['OTC'],[110],True
199,G12ME1E1,26,Friday,Afternoon,02:00,108,['Bute'],[230],True
200,G12MM1E1,14,Monday,Afternoon,02:00,109,"['Hunter West', 'Kelvin Hall']","[195, 500]",True
201,G12PR1E1,11,Saturday,Afternoon,02:00,115,['Kelvin Gallery'],[230],True
202,G12ST1E1,7,Friday,Morning,02:00,112,['Kelvin Hall'],[500],True
203,G13AL4E1,1,Wednesday,Morning,02:00,11,['WILTF'],[60],True
204,G13AN4E1,16,Tuesday,Morning,02:00,7,['Hunter West'],[195],True
205,G13AS5E1,20,Wednesday,Afternoon,02:00,19,['Gilbert Scott Conf Suite Rm 253'],[40],True
206,G13CM2E1,10,Saturday,Morning,02:00,45,['OTC'],[110],True
207,G13CS2E1,7,Friday,Morning,02:00,10,"['Senate', 'Kelvin Blg Rm 323/324']","[80, 50]",False
208,G13LA1E1,19,Wednesday,Morning,02:00,4,['Hunter East'],[195],True
209,G13LO1E1,13,Monday,Morning,02:00,47,['Randolph'],[85],True
210,G13MM2E1,25,Friday,Morning,02:00,29,['Kelvin Blg Rm 220'],[50],True
211,G13PR2E1,23,Thursday,Afternoon,02:00,7,['Fore'],[64],True
212,G13QT1E1,22,Thursday,Morning,02:00,31,"['Sir Charles Wilson', 'Rankine 601', 'St Andrews Rm 234']","[60, 37, 40]",True
213,G13RE1E1,5,Thursday,Afternoon,02:00,7,['St Andrews Rm 237'],[30],True
214,G13RE2E1,1,Wednesday,Morning,02:00,34,"['St Andrews Rm 234', 'Bute']","[40, 230]",True
215,G13SP2E1,8,Friday,Afternoon,02:00,23,['Joseph Black A504'],[25],True
216,G13ST3E1,19,Wednesday,Morning,02:00,16,['St Andrews Rm 234'],[40],True
217,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]",True
218,G51DSDE1,16,Tuesday,Morning,01:45,55,['OTC'],[110],True
219,G51HOCE1,26,Friday,Afternoon,02:00,28,"['St Andrews Rm 234', 'Sir Charles Wilson']","[40, 60]",True
220,G51MC1E1,22,Thursday,Morning,02:00,65,['Randolph'],[85],True
221,G52ALGE1,23,Thursday,Afternoon,02:00,62,['Senate'],[80],True
222,G52OBJE1,17,Tuesday,Afternoon,02:00,61,['St Andrews Gym Hall'],[110],True
223,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50],True
224,G53LCTE1,7,Friday,Morning,01:45,13,['OTC'],[110],True
225,G53RDBE1,4,Thursday,Morning,02:00,14,['WILT 112'],[50],True
226,G53VIPE1,19,Wednesday,Morning,01:45,25,"['John McIntyre Rm 201', 'WILT 112']","[100, 50]",True
227,G5ABELE1,2,Wednesday,Afternoon,01:45,28,['Kelvin Gallery'],[230],True
228,G5BAIPE1,20,Wednesday,Afternoon,01:45,31,['Rankine 629'],[53],True
229,G5BCCNE1,8,Friday,Afternoon,02:00,81,['Kelvin Hall'],[500],True
230,G5BDBSE1,1,Wednesday,Morning,02:00,61,"['Bute', 'Hunter East']","[230, 195]",True
231,G5BGRAE1,14,Monday,Afternoon,01:45,53,['John McIntyre Rm 201'],[100],True
232,G5BSBBE1,11,Saturday,Afternoon,01:45,9,['Adam Smith 915'],[26],True
233,G5P002E1,20,Wednesday,Afternoon,02:00,49,"['Randolph', 'Kelvin Blg Rm 220']","[85, 50]",True
234,G5P005E1,25,Friday,Morning,02:00,56,['Hunter West'],[195],True
235,H21B00E1,22,Thursday,Morning,02:00,90,['Kelvin Hall'],[500],True
236,H21H01E1,16,Tuesday,Morning,02:00,80,"['Kelvin Gallery', 'Bute']","[230, 230]",True
237,H21M01E1,13,Monday,Morning,02:00,92,"['John McIntyre Rm 201', 'Rankine 601', 'Senate', 'Gilbert Scott Conf Suite Rm 251', 'Joseph Black A504']","[100, 37, 80, 15, 25]",True
238,H22C20E1,4,Thursday,Morning,02:00,63,"['Senate', 'Bute']","[80, 230]",True
239,H22G06E1,16,Tuesday,Morning,02:00,9,"['OTC', 'John McIntyre Rm 208']","[110, 40]",True
240,H22M02E1,20,Wednesday,Afternoon,02:00,76,['Kelvin Hall'],[500],True
241,H22S02E1,10,Saturday,Morning,02:00,75,"['Senate', 'John McIntyre Rm 201']","[80, 100]",True
242,H22V02E1,23,Thursday,Afternoon,02:00,75,['Hunter West'],[195],True
243,H23C20E1,4,Thursday,Morning,02:00,47,['Bute'],[230],True
244,H23CEOE1,1,Wednesday,Morning,02:00,18,"['Adam Smith 915', 'Joseph Black A504']","[26, 25]",True
245,H24C20E1,13,Monday,Morning,02:00,15,['Gilbert Scott Conf Suite Rm 253'],[40],True
246,H2CG03E1,1,Wednesday,Morning,02:00,43,['Fore'],[64],True
247,H2CH04E1,17,Tuesday,Afternoon,02:00,17,['Gilbert Scott Conf Suite Rm 250'],[40],True
248,H2CH05E1,2,Wednesday,Afternoon,02:00,92,['Kelvin Gallery'],[230],True
249,H2CM04E1,10,Saturday,Morning,02:00,81,['St Andrews Gym Hall'],[110],True
250,H2CP01E1,26,Friday,Afternoon,02:00,71,['Hunter East'],[195],True
251,H2CS05E1,25,Friday,Morning,02:00,39,"['Rankine 630', 'Sir Charles Wilson']","[55, 60]",True
252,H2CS06E1,22,Thursday,Morning,02:00,50,['Sir Charles Wilson'],[60],True
253,H2CT01E1,23,Thursday,Afternoon,02:00,95,['Kelvin Gallery'],[230],True
254,H2CV03E1,19,Wednesday,Morning,02:00,16,['James Watt Design Studio A'],[54],True
255,H31BDAE1,11,Saturday,Afternoon,02:00,127,['Hunter West'],[195],True
256,H31DM1E1,8,Friday,Afternoon,02:00,125,"['Kelvin Hall', 'Bute', 'Kelvin Blg Rm 323/324']","[500, 230, 50]",True
257,H31ENCE1,20,Wednesday,Afternoon,01:30,97,"['Hunter West', 'Kelvin Hall']","[195, 500]",True
258,H33CONE1,4,Thursday,Morning,02:00,78,['Randolph'],[85],True
259,H33MI2E1,22,Thursday,Morning,02:00,75,['OTC'],[110],True
260,H3AFM1E1,23,Thursday,Afternoon,02:00,102,"['Hunter East', 'Hunter West']","[195, 195]",True
261,H3BDM3E1,7,Friday,Morning,02:00,118,['Hunter West'],[195],True
262,H3BFM2E1,17,Tuesday,Afternoon,01:00,65,['Hunter West'],[195],True
263,H3BFM2E2,24,Thursday,Evening,01:00,65,['James Watt Design Studio B'],[69],True
264,H3BMDYE1,26,Friday,Afternoon,02:00,106,['OTC'],[110],True
265,H3BMS2E1,19,Wednesday,Morning,02:00,124,['Hunter West'],[195],True
266,H3CDMSE1,1,Wednesday,Morning,03:00,49,['Hunter East'],[195],True
267,H3CENIE1,13,Monday,Morning,02:00,42,"['James Watt Design Studio B', 'Rankine 630']","[69, 55]",True
268,H3CFM3E1,16,Tuesday,Morning,03:00,4,['WILTF'],[60],False
269,H3CFRCE1,10,Saturday,Morning,02:00,42,['Kelvin Hall'],[500],True
270,H3CMECE1,20,Wednesday,Afternoon,02:00,23,['Kelvin Hall'],[500],True
271,H3CNUEE1,7,Friday,Morning,02:00,33,['Hunter East'],[195],True
272,H3CPOEE1,2,Wednesday,Afternoon,02:00,38,['John McIntyre Rm 208'],[40],True
273,H3CTSEE1,14,Monday,Afternoon,03:00,11,['OTC'],[110],True
274,H51100E1,8,Friday,Afternoon,02:00,114,['Hunter West'],[195],True
275,H51140E1,13,Monday,Morning,01:00,101,"['St Andrews Gym Hall', 'Bute', 'Kelvin Gallery', 'OTC']","[110, 230, 230, 110]",True
276,H51200E1,19,Wednesday,Morning,02:00,71,['OTC'],[110],True
277,H52110E1,22,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100],True
278,H53171E1,2,Wednesday,Afternoon,02:00,105,['OTC'],[110],True
279,H5C112E1,20,Wednesday,Afternoon,02:00,26,['Gilbert Scott Conf Suite Rm 356'],[40],True
280,H5C113E1,10,Saturday,Morning,02:00,57,['Sir Charles Wilson'],[60],True
281,H5C142E1,5,Thursday,Afternoon,02:00,31,['Fore'],[64],True
282,H61120E1,14,Monday,Afternoon,02:00,115,['Kelvin Hall'],[500],True
283,H62131E1,8,Friday,Afternoon,02:00,97,"['Kelvin Gallery', 'Bute']","[230, 230]",True
284,H62160E1,23,Thursday,Afternoon,02:00,99,"['Bute', 'Hunter East']","[230, 195]",True
285,H63122E1,11,Saturday,Afternoon,02:00,97,"['St Andrews Gym Hall', 'John McIntyre Rm 201']","[110, 100]",True
286,H6C133E1,22,Thursday,Morning,02:00,34,['Bute'],[230],True
287,H6C152E1,26,Friday,Afternoon,01:00,44,['Fore'],[64],True
288,H6C162E1,13,Monday,Morning,02:00,60,['Sir Charles Wilson'],[60],True
289,H6P001E1,5,Thursday,Afternoon,02:00,4,['Gilbert Scott Conf Suite Rm 251'],[15],True
290,H6P002E1,17,Tuesday,Afternoon,02:00,25,['WILT 112'],[50],True
291,H71EMPE1,10,Saturday,Morning,02:00,61,['Senate'],[80],True
292,H71IWEE1,13,Monday,Morning,02:00,97,['Bute'],[230],True
