,student_code,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity
52,A913122273,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
53,A913122273,R23107E1,11,Saturday,Afternoon,01:30,12,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30]
54,A913122273,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
55,A913122273,V83123E1,4,Thursday,Morning,01:30,20,"['St Andrews Rm 237', 'Joseph Black A504']","[30, 25]"
56,A913122273,V83138E1,23,Thursday,Afternoon,01:30,11,['Gilbert Scott Conf Suite Rm 356'],[40]
57,A913203745,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
58,A913203745,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
59,A913203745,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
60,A913203745,R13023E1,6,Thursday,Evening,01:30,14,['Fore'],[64]
61,A913232907,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
62,A913232907,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
63,A913232907,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
64,A913354634,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
65,A913354634,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
66,A913354634,R4B107E1,15,Monday,Evening,01:30,11,['Bute'],[230]
67,A913356122,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
68,A913356122,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
69,A913356122,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
70,A913356122,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
71,A913360369,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
72,A913360369,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
73,A913360369,R13023E1,6,Thursday,Evening,01:30,14,['Fore'],[64]
74,A913360369,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
75,A913360369,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
76,A913455344,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
77,A913455344,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
78,A913455344,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
79,A913498824,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
80,A913498824,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
81,A913498824,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
82,A913498824,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
83,A913498824,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
84,A913543076,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
85,A913543076,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
86,A913543076,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
87,A913543076,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
88,A913564392,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
89,A913564392,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
90,A913564392,R43152E1,23,Thursday,Afternoon,02:00,4,['59 Oakfield Ave Rm 302 (no lift)'],[10]
91,A913568149,Q83142E1,7,Friday,Morning,02:00,13,['Gilbert Scott Conf Suite Rm 250'],[40]
92,A913568149,Q8B094E1,1,Wednesday,Morning,02:00,42,['James Watt Design Studio B'],[69]
93,A913568149,V6B336E1,16,Tuesday,Morning,01:30,24,['Adam Smith 915'],[26]
94,A913569009,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
95,A913569009,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
96,A913569009,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
97,A913569009,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
98,A913759105,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
99,A913759105,R13023E1,6,Thursday,Evening,01:30,14,['Fore'],[64]
100,A913759105,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
101,A913759105,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
102,A913759105,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
103,A913765265,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
104,A913765265,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
105,A913765265,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
106,A913765265,R83044E1,14,Monday,Afternoon,02:00,9,['Rankine 601'],[37]
107,A913765265,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
108,A913841215,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
109,A913841215,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
110,A913841215,R13015E1,5,Thursday,Afternoon,02:00,9,['Hunter East'],[195]
111,A913841215,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
112,A914123099,V13105E1,13,Monday,Morning,01:30,8,['Kelvin Hall'],[500]
113,A914123099,V13111E1,22,Thursday,Morning,01:00,13,['John McIntyre Rm 208'],[40]
114,A914247096,LK10SAE1,9,Friday,Evening,01:00,74,['Senate'],[80]
115,A914247096,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
116,A914247096,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
117,A914247096,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
118,A914247096,R23216E1,1,Wednesday,Morning,01:30,11,['Sir Charles Wilson'],[60]
119,A914329185,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
120,A914329185,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
121,A914329185,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
122,A914581118,AA3008E1,17,Tuesday,Afternoon,03:00,31,['St Andrews Rm 234'],[40]
123,A914581118,R43153E1,1,Wednesday,Morning,02:00,2,['WILTF'],[60]
124,A914581118,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
125,A914722179,R82028E1,11,Saturday,Afternoon,01:30,10,['Rankine 601'],[37]
126,A914722179,R83036E1,23,Thursday,Afternoon,03:00,12,['St Andrews Rm 234'],[40]
127,A914722179,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
128,A914722179,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
129,A914722179,R83046E1,2,Wednesday,Afternoon,01:30,18,['Rankine 629'],[53]
130,A914722179,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
131,A914812735,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
132,A914812735,R23107E1,11,Saturday,Afternoon,01:30,12,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30]
133,A914812735,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
134,A914812735,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
135,A914812735,R42103E1,7,Friday,Morning,01:30,36,['Kelvin Gallery'],[230]
136,A915104002,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
137,A915104002,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
138,A915104002,R83046E1,2,Wednesday,Afternoon,01:30,18,['Rankine 629'],[53]
139,A916010131,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
140,A916010131,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
141,A916010131,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
142,A916010131,R13014E1,8,Friday,Afternoon,01:30,11,['Rankine 630'],[55]
143,A916010131,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
144,A916010429,R13017E1,23,Thursday,Afternoon,02:00,11,['Kelvin Gallery'],[230]
145,A916010429,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
146,A916010429,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
147,A916010429,R83046E1,2,Wednesday,Afternoon,01:30,18,['Rankine 629'],[53]
148,A916035916,R82028E1,11,Saturday,Afternoon,01:30,10,['Rankine 601'],[37]
149,A916035916,R83036E1,23,Thursday,Afternoon,03:00,12,['St Andrews Rm 234'],[40]
150,A916035916,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
151,A916035916,R83051E1,1,Wednesday,Morning,01:00,11,['John McIntyre Rm 208'],[40]
152,A916035916,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
153,A916037161,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
154,A916037161,R13044E1,11,Saturday,Afternoon,02:00,6,['59 Oakfield Ave Rm 302 (no lift)'],[10]
155,A916037161,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
156,A916037161,R83043E1,20,Wednesday,Afternoon,02:00,25,"['Sir Charles Wilson', 'Joseph Black A504']","[60, 25]"
157,A916037161,R83051E1,1,Wednesday,Morning,01:00,11,['John McIntyre Rm 208'],[40]
158,A916037437,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
159,A916037437,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
160,A916037437,R23009E1,23,Thursday,Afternoon,01:30,10,['WILT 112'],[50]
161,A916037437,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
162,A916037437,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
163,A916045878,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
164,A916045878,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
165,A916045878,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
166,A916045878,R23105E1,11,Saturday,Afternoon,01:30,7,"['Rankine 601', 'WILTF']","[37, 60]"
167,A916045878,R23106E1,8,Friday,Afternoon,01:30,7,"['Gilbert Scott Conf Suite Rm 250', 'WILTF']","[40, 60]"
168,A916048581,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
169,A916048581,R23105E1,11,Saturday,Afternoon,01:30,7,"['Rankine 601', 'WILTF']","[37, 60]"
170,A916048581,R23106E1,8,Friday,Afternoon,01:30,7,"['Gilbert Scott Conf Suite Rm 250', 'WILTF']","[40, 60]"
171,A916048581,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
172,A916055394,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
173,A916064813,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
174,A916064813,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
175,A916064813,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
176,A916064813,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
177,A916064813,R23216E1,1,Wednesday,Morning,01:30,11,['Sir Charles Wilson'],[60]
178,A916075004,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
179,A916075004,R13007E1,20,Wednesday,Afternoon,02:00,20,['Rankine 629'],[53]
180,A916075004,R13015E1,5,Thursday,Afternoon,02:00,9,['Hunter East'],[195]
181,A916075004,R13017E1,23,Thursday,Afternoon,02:00,11,['Kelvin Gallery'],[230]
182,A916075004,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
183,A916084626,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
184,A916084626,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
185,A916084626,R13023E1,6,Thursday,Evening,01:30,14,['Fore'],[64]
186,A916085999,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
187,A916085999,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
188,A916085999,R13007E1,20,Wednesday,Afternoon,02:00,20,['Rankine 629'],[53]
189,A916085999,R13014E1,8,Friday,Afternoon,01:30,11,['Rankine 630'],[55]
190,A916085999,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
191,A916094360,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
192,A916094360,R13016E1,17,Tuesday,Afternoon,02:00,19,"['Adam Smith 915', 'Kelvin Hall']","[26, 500]"
193,A916094360,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
194,A916094360,R4B107E1,15,Monday,Evening,01:30,11,['Bute'],[230]
195,A916124911,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
196,A916124911,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
197,A916124911,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
198,A916124911,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
199,A916129891,R13014E1,8,Friday,Afternoon,01:30,11,['Rankine 630'],[55]
200,A916129891,R13023E1,6,Thursday,Evening,01:30,14,['Fore'],[64]
201,A916129891,R83038E1,17,Tuesday,Afternoon,02:00,32,"['Fore', 'Senate']","[64, 80]"
202,A916129891,R83044E1,14,Monday,Afternoon,02:00,9,['Rankine 601'],[37]
203,A916129891,R83052E1,26,Friday,Afternoon,01:00,23,['Senate'],[80]
204,A916131997,M12365E1,1,Wednesday,Morning,02:00,41,['Bute'],[230]
205,A916131997,M1B351E1,2,Wednesday,Afternoon,01:30,11,['Gilbert Scott Conf Suite Rm 356'],[40]
206,A916131997,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
207,A916148641,R13044E1,11,Saturday,Afternoon,02:00,6,['59 Oakfield Ave Rm 302 (no lift)'],[10]
208,A916148641,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
209,A916148641,R23106E1,8,Friday,Afternoon,01:30,7,"['Gilbert Scott Conf Suite Rm 250', 'WILTF']","[40, 60]"
210,A916153531,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
211,A916153531,R43149E1,25,Friday,Morning,02:00,8,['Rankine 601'],[37]
212,A916154413,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
213,A916154413,R23209E1,18,Tuesday,Evening,01:30,17,['Kelvin Gallery'],[230]
214,A916154413,V13163E1,10,Saturday,Morning,02:00,3,['St Andrews Rm 237'],[30]
215,A916163264,R13007E1,20,Wednesday,Afternoon,02:00,20,['Rankine 629'],[53]
216,A916163264,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
217,A916163264,R23105E1,11,Saturday,Afternoon,01:30,7,"['Rankine 601', 'WILTF']","[37, 60]"
218,A916163264,R23106E1,8,Friday,Afternoon,01:30,7,"['Gilbert Scott Conf Suite Rm 250', 'WILTF']","[40, 60]"
219,A916183837,R13015E1,5,Thursday,Afternoon,02:00,9,['Hunter East'],[195]
220,A916183837,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
221,A916192666,R13007E1,20,Wednesday,Afternoon,02:00,20,['Rankine 629'],[53]
222,A916192666,R13022E1,11,Saturday,Afternoon,01:30,19,['Gilbert Scott Conf Suite Rm 250'],[40]
223,A916192666,R4B107E1,15,Monday,Evening,01:30,11,['Bute'],[230]
224,A916193113,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
225,A916193113,V13173E1,23,Thursday,Afternoon,02:00,4,['59 Oakfield Ave Rm 302 (no lift)'],[10]
226,A916193113,V13214E1,5,Thursday,Afternoon,02:00,16,['John McIntyre Rm 208'],[40]
227,A916194408,V6B302E1,27,Friday,Evening,01:30,43,['Kelvin Hall'],[500]
228,A916194408,V6B306E1,1,Wednesday,Morning,01:30,16,['James Watt Design Studio A'],[54]
229,A916194408,V6B307E1,6,Thursday,Evening,01:30,15,['WILT 112'],[50]
230,A916194408,V6B308E1,4,Thursday,Morning,01:30,18,['WILTF'],[60]
231,A916206620,L3B049E1,16,Tuesday,Morning,01:30,35,['Randolph'],[85]
232,A916206620,Q33211E1,9,Friday,Evening,01:30,56,['James Watt Design Studio B'],[69]
233,A916206620,Q33307E1,27,Friday,Evening,02:00,51,"['Kelvin Hall', 'Kelvin Gallery']","[500, 230]"
234,A916206620,Q33308E1,1,Wednesday,Morning,03:00,48,['Hunter East'],[195]
235,A916206620,Q81001E1,23,Thursday,Afternoon,02:00,100,['Hunter East'],[195]
236,A916214865,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
237,A916214865,V43117E1,16,Tuesday,Morning,02:00,6,['WILT 112'],[50]
238,A916214865,V43124E1,1,Wednesday,Morning,02:00,28,['WILTF'],[60]
239,A916214865,V43133E1,4,Thursday,Morning,01:00,22,['Bute'],[230]
240,A916214865,V43239E1,27,Friday,Evening,01:00,17,"['St Andrews Rm 234', 'John McIntyre Rm 208']","[40, 40]"
241,A916215183,R23102E1,26,Friday,Afternoon,02:00,18,['Kelvin Hall'],[500]
242,A916215183,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
243,A916215183,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
244,A916215183,R23216E1,1,Wednesday,Morning,01:30,11,['Sir Charles Wilson'],[60]
245,A916215529,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
246,A916215529,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
247,A916215529,R23009E1,23,Thursday,Afternoon,01:30,10,['WILT 112'],[50]
248,A916215529,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
249,A916215529,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
250,A916228127,R13012E1,14,Monday,Afternoon,01:30,26,['Fore'],[64]
251,A916228127,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
252,A916228127,R43149E1,25,Friday,Morning,02:00,8,['Rankine 601'],[37]
253,A916228127,R43204E1,11,Saturday,Afternoon,01:45,15,['John McIntyre Rm 208'],[40]
254,A916229157,V6B306E1,1,Wednesday,Morning,01:30,16,['James Watt Design Studio A'],[54]
255,A916229157,V6B307E1,6,Thursday,Evening,01:30,15,['WILT 112'],[50]
256,A916229157,V6B333E1,24,Thursday,Evening,01:30,5,['Hunter East'],[195]
257,A916233707,Q13013E1,9,Friday,Evening,01:30,1,['Joseph Black C407 (no lift)'],[25]
258,A916233707,Q13017E1,14,Monday,Afternoon,01:30,2,['St Andrews Rm 227 '],[50]
259,A916233707,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
260,A916233707,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
261,A916239983,Q82028E1,22,Thursday,Morning,01:30,6,['St Andrews Rm 227 '],[50]
262,A916239983,Q83144E1,17,Tuesday,Afternoon,01:00,6,['WILTF'],[60]
263,A916240440,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
264,A916240440,R13003E1,1,Wednesday,Morning,01:30,28,['Hunter East'],[195]
265,A916240440,R13005E1,4,Thursday,Morning,01:30,27,['Gilbert Scott Conf Suite Rm 253'],[40]
266,A916240440,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
267,A916240440,R13044E1,11,Saturday,Afternoon,02:00,6,['59 Oakfield Ave Rm 302 (no lift)'],[10]
268,A916242916,R13001E1,26,Friday,Afternoon,01:30,36,['Randolph'],[85]
269,A916242916,R13007E1,20,Wednesday,Afternoon,02:00,20,['Rankine 629'],[53]
270,A916242916,R13011E1,22,Thursday,Morning,02:00,21,['St Andrews Rm 237'],[30]
271,A916242916,R13021E1,8,Friday,Afternoon,01:30,26,['Sir Charles Wilson'],[60]
272,A916243843,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
273,A916243843,M1B373E1,4,Thursday,Morning,02:00,34,['WILT 112'],[50]
274,A916243843,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
275,A916243843,R23111E1,15,Monday,Evening,01:30,22,['Adam Smith 915'],[26]
276,A916243843,R23216E1,1,Wednesday,Morning,01:30,11,['Sir Charles Wilson'],[60]
277,A916248103,R23104E1,26,Friday,Afternoon,02:00,32,['Randolph'],[85]
278,A916248103,R23107E1,11,Saturday,Afternoon,01:30,12,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30]
279,A916248103,R23117E1,4,Thursday,Morning,01:30,24,"['WILT 112', 'Sir Charles Wilson']","[50, 60]"
280,A916248103,R23216E1,1,Wednesday,Morning,01:30,11,['Sir Charles Wilson'],[60]
281,A916248561,Q4B104E1,4,Thursday,Morning,02:00,14,"['John McIntyre Rm 208', 'Fore']","[40, 64]"
282,A916259899,LK10IAE1,16,Tuesday,Morning,01:00,53,['Rankine 629'],[53]
